1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.000868,0.001779,-0.000188,-0.000249,0.000171,-0.000009,0.000011,-0.000061,0.026886,0.021808,0.021197,0.018241,0.019881,0.015290,0.006504,0.009844
0.003545,-0.000149,0.000813,0.000137,-0.000203,0.000297,0.000026,-0.000085,0.032197,0.018739,0.018453,0.017560,0.019432,0.014746,0.006143,0.007958
0.004467,0.000003,0.000627,-0.000392,0.000082,0.000322,0.000002,0.000006,0.033071,0.022436,0.021269,0.018726,0.014029,0.013634,0.006519,0.008171
-0.005100,0.001352,0.000218,0.000166,0.000084,0.000262,0.000022,-0.000031,0.029448,0.021611,0.022084,0.013078,0.013728,0.013617,0.004710,0.010391
-0.004702,0.000717,-0.000187,-0.000152,-0.000154,0.000564,-0.000004,-0.000049,0.038579,0.018642,0.018686,0.017949,0.020014,0.017362,0.005040,0.007308
-0.001411,-0.000676,0.000272,-0.000372,-0.000183,0.000111,0.000046,0.000415,0.028377,0.019781,0.017539,0.016437,0.019752,0.018041,0.004945,0.011007
-0.000253,0.000384,0.000449,0.000157,0.000437,0.000337,0.000022,-0.000055,0.027274,0.020877,0.019947,0.016734,0.018929,0.011976,0.005160,0.011539
-0.003743,-0.000773,0.000073,0.000321,-0.000047,0.000049,0.000014,-0.000232,0.033432,0.019512,0.018241,0.017000,0.017853,0.016363,0.006077,0.012954
-0.005805,0.000358,0.000385,0.000117,0.000563,0.000209,0.000011,0.000037,0.030802,0.020305,0.019509,0.018579,0.019941,0.013022,0.006380,0.008514
-0.004467,0.001856,0.000302,-0.000014,-0.000097,0.000139,-0.000009,0.000092,0.028873,0.023210,0.018594,0.018143,0.016294,0.016265,0.005526,0.009824
-0.008482,0.000825,-0.000249,0.000273,-0.000370,0.000052,-0.000021,-0.000018,0.030138,0.021411,0.019410,0.016934,0.018562,0.018077,0.006635,0.010130
0.003563,-0.002614,0.001293,0.000135,-0.000018,0.000126,0.000045,-0.000061,0.035549,0.023561,0.021393,0.017769,0.017973,0.015127,0.005687,0.009805
0.003346,-0.001275,0.000050,0.000057,-0.000100,0.000089,0.000002,0.000281,0.029102,0.021343,0.018260,0.017591,0.019548,0.018457,0.006018,0.009404
-0.001103,0.001132,-0.000248,0.000340,0.000103,0.000093,-0.000024,-0.000177,0.030595,0.016341,0.014502,0.016963,0.014578,0.013668,0.006177,0.011702
0.004033,0.000133,0.000280,-0.000183,0.000141,-0.000358,-0.000007,-0.000122,0.036162,0.019300,0.022344,0.014936,0.018014,0.016152,0.007442,0.008332
0.005932,-0.000481,-0.000217,-0.000218,0.000186,0.000188,0.000011,-0.000092,0.029865,0.019569,0.017506,0.015985,0.018564,0.017281,0.006498,0.009668
0.001121,0.000957,-0.000308,0.000380,0.000179,0.000073,0.000022,-0.000293,0.025978,0.017969,0.017173,0.017783,0.016209,0.015075,0.004644,0.012100
-0.004883,-0.001817,0.000263,-0.000007,0.000246,0.000008,0.000006,0.000208,0.037153,0.021153,0.019720,0.013161,0.015052,0.019075,0.004710,0.007562
-0.000470,-0.000262,0.000130,0.000532,0.000423,0.000227,0.000004,0.000037,0.028960,0.014127,0.019743,0.017047,0.018296,0.013226,0.005656,0.008559
0.000217,0.000109,0.000026,-0.000070,-0.000148,0.000031,-0.000035,0.000116,0.030559,0.018910,0.016697,0.015463,0.017958,0.017010,0.007258,0.009824
-0.001790,0.000227,-0.000516,-0.000030,-0.000104,0.000077,-0.000000,-0.000104,0.028376,0.027014,0.018674,0.017708,0.017745,0.014798,0.006171,0.010427
0.001248,0.000434,-0.000427,-0.000262,-0.000222,-0.000047,-0.000039,0.000354,0.030330,0.018869,0.019381,0.017600,0.019109,0.016437,0.005635,0.010329
-0.002695,-0.000294,0.000036,-0.000239,0.000035,-0.000197,-0.000009,-0.000079,0.029170,0.018926,0.017557,0.017657,0.018645,0.011959,0.004803,0.009549
0.003219,-0.000599,-0.000063,-0.000166,-0.000199,0.000194,-0.000010,-0.000275,0.028149,0.016535,0.016596,0.017477,0.017399,0.016587,0.004128,0.010784
-0.000543,-0.000672,-0.000293,-0.000319,-0.000352,-0.000090,0.000021,-0.000061,0.027104,0.017678,0.024618,0.017918,0.017516,0.011647,0.006788,0.009569
-0.000344,-0.001142,0.000064,0.000056,-0.000045,-0.000302,0.000017,-0.000244,0.026834,0.019398,0.018026,0.017614,0.016393,0.015937,0.005167,0.009995
-0.003291,0.000781,0.000095,0.000098,-0.000261,-0.000263,-0.000024,0.000098,0.026613,0.018751,0.019039,0.017531,0.016597,0.014748,0.006587,0.009367
0.002405,0.000061,-0.000051,0.000235,0.000253,0.000409,0.000010,0.000439,0.029426,0.018046,0.017269,0.017807,0.017570,0.017767,0.006035,0.010936
-0.001736,-0.000670,0.000064,0.000506,0.000213,-0.000009,-0.000003,-0.000153,0.023617,0.022273,0.013967,0.018937,0.013548,0.012196,0.004808,0.009305
-0.001808,0.000513,0.000051,0.000070,0.000011,-0.000105,0.000027,0.000067,0.031238,0.018398,0.017520,0.017690,0.018228,0.018227,0.005448,0.009140
0.000127,-0.000238,-0.000344,-0.000472,-0.000253,-0.000324,0.000000,-0.000128,0.024777,0.017921,0.024143,0.016559,0.018134,0.018122,0.005506,0.009978
-0.004141,0.000697,0.001240,-0.000069,0.000253,0.000144,0.000023,0.000061,0.030445,0.025407,0.022452,0.016138,0.019513,0.018903,0.005092,0.010372
-0.000651,-0.000151,-0.000252,0.000231,-0.000216,-0.000312,-0.000029,0.000116,0.035737,0.018918,0.018293,0.017366,0.019246,0.017670,0.005525,0.009707
-0.001393,-0.001719,0.000293,-0.000352,0.000055,0.000208,0.000017,-0.000085,0.026589,0.019360,0.025805,0.018337,0.019919,0.019101,0.005151,0.009326
-0.007397,0.000544,0.000009,0.000069,-0.000103,-0.000171,0.000008,0.000116,0.033058,0.017405,0.015810,0.015411,0.019648,0.013097,0.005298,0.010500
0.003201,0.001604,-0.000293,-0.000025,0.000284,0.000103,0.000013,-0.000012,0.034910,0.024757,0.017329,0.017848,0.018997,0.017202,0.006230,0.010663
-0.004829,-0.001626,-0.000708,0.000060,-0.000340,-0.000050,-0.000017,-0.000079,0.031153,0.021192,0.021984,0.017217,0.015057,0.015588,0.005605,0.010500
-0.001664,-0.000096,0.000538,0.000124,0.000144,-0.000338,0.000036,0.000201,0.028483,0.020966,0.019073,0.017955,0.014136,0.018472,0.005362,0.009466
0.000597,-0.000355,-0.000137,-0.000096,-0.000163,0.000111,-0.000002,0.000061,0.028146,0.017233,0.023003,0.017477,0.016204,0.017957,0.006471,0.010734
0.000163,0.000852,0.000079,0.000374,-0.000205,-0.000052,-0.000031,0.000116,0.028866,0.019267,0.020730,0.018235,0.016057,0.010661,0.005653,0.011439
-0.000687,-0.000020,0.000032,-0.000006,0.000006,0.000005,0.000004,-0.000006,0.013091,0.002013,0.006475,0.002520,0.002939,0.003396,0.001367,0.002392
0.000199,0.000023,-0.000002,-0.000013,-0.000018,-0.000037,-0.000001,0.000018,0.006105,0.002939,0.003171,0.003210,0.003733,0.004071,0.001113,0.001853
0.000000,0.000156,0.000056,0.000004,0.000026,-0.000007,-0.000000,-0.000012,0.008506,0.005690,0.007536,0.002064,0.004278,0.003322,0.000504,0.001747
-0.000054,-0.000058,0.000042,-0.000015,-0.000032,-0.000017,0.000001,-0.000018,0.008572,0.004052,0.006257,0.003277,0.004836,0.004107,0.000591,0.002830
0.000326,0.000040,-0.000043,-0.000004,0.000012,0.000006,0.000002,0.000012,0.009385,0.003528,0.004023,0.000592,0.004975,0.002875,0.000772,0.002311
0.000036,0.000075,-0.000089,0.000012,0.000009,0.000008,0.000000,0.000012,0.013281,0.007255,0.005393,0.003164,0.005172,0.003696,0.000425,0.001747
-0.000054,0.000099,0.000130,0.000016,0.000008,0.000025,0.000003,0.000031,0.010472,0.003294,0.007877,0.003594,0.004971,0.003997,0.001328,0.001853
-0.000036,-0.000119,-0.000044,-0.000047,0.000002,-0.000007,0.000000,0.000085,0.011935,0.007762,0.007749,0.003545,0.003172,0.004180,0.000544,0.002896
-0.000181,-0.000031,-0.000077,0.000001,0.000003,0.000036,0.000002,0.000049,0.011549,0.006428,0.005629,0.003424,0.000970,0.004636,0.001014,0.004279
-0.000470,-0.000050,-0.000021,-0.000012,-0.000003,0.000012,-0.000000,-0.000055,0.009135,0.007204,0.002075,0.003081,0.004054,0.002481,0.000508,0.002226
0.000326,0.000092,0.000027,0.000004,0.000009,0.000007,-0.000001,-0.000031,0.007046,0.004139,0.007831,0.000928,0.001107,0.001464,0.000720,0.002392
-0.000488,-0.000009,0.000055,-0.000030,-0.000004,-0.000025,0.000001,-0.000024,0.013229,0.004098,0.005200,0.003690,0.001708,0.004496,0.000959,0.002762
-0.000289,-0.000069,-0.000012,-0.000079,-0.000003,0.000012,0.000002,-0.000037,0.012845,0.004123,0.007993,0.004374,0.003032,0.002082,0.000622,0.002139
0.000036,0.000091,0.000014,0.000015,0.000009,0.000035,0.000001,0.000031,0.008638,0.006150,0.003196,0.004090,0.003006,0.004336,0.000455,0.002392
-0.000705,0.000050,0.000073,0.000004,0.000021,0.000006,-0.000000,-0.000006,0.011962,0.006605,0.006853,0.000970,0.004550,0.001581,0.000925,0.002547
-0.001013,-0.000073,0.000005,0.000001,0.000019,0.000009,0.000001,0.000006,0.012983,0.006028,0.005844,0.003756,0.003157,0.002382,0.000687,0.002227
-0.000506,-0.000150,-0.000035,-0.000001,0.000004,-0.000012,0.000001,0.000031,0.011734,0.003683,0.003841,0.002657,0.003699,0.003956,0.000634,0.002392
0.000072,-0.000020,-0.000007,0.000004,0.000029,-0.000005,-0.000000,-0.000024,0.009745,0.003957,0.003218,0.002302,0.003633,0.004464,0.000448,0.001953
0.000271,0.000060,-0.000003,0.000008,-0.000015,-0.000003,0.000000,0.000006,0.010683,0.008626,0.003414,0.004360,0.005011,0.001988,0.000516,0.001634
0.000253,-0.000028,-0.000034,0.000001,0.000014,0.000010,0.000000,-0.000018,0.012027,0.002319,0.005185,0.003930,0.002391,0.003221,0.000415,0.002692
0.000000,0.000199,0.000103,0.000020,0.000029,0.000014,-0.000001,-0.000134,0.011840,0.004879,0.006855,0.003047,0.004612,0.002084,0.000408,0.003599
-0.000145,-0.000113,-0.000184,-0.000000,-0.000001,-0.000024,0.000001,0.000000,0.009628,0.003770,0.008761,0.003978,0.004740,0.003204,0.000883,0.001953
-0.000163,-0.000095,0.000040,-0.000015,-0.000015,-0.000005,-0.000001,0.000006,0.008831,0.006393,0.004292,0.002492,0.004275,0.004131,0.000471,0.003955
-0.000271,-0.000175,-0.000217,-0.000008,0.000030,-0.000016,-0.000004,0.000018,0.009447,0.007833,0.008543,0.003927,0.005855,0.003872,0.001667,0.002392
0.000271,-0.000109,-0.000041,-0.000003,0.000003,0.000001,-0.000000,-0.000012,0.010892,0.003034,0.005967,0.003218,0.004601,0.001672,0.000655,0.001747
0.000018,0.000055,0.000065,0.000029,0.000007,0.000022,-0.000000,-0.000055,0.012170,0.005442,0.003183,0.004080,0.004674,0.003290,0.000426,0.003548
-0.000470,-0.000028,-0.000023,-0.000024,0.000001,-0.000022,0.000000,-0.000006,0.012391,0.004146,0.007397,0.003471,0.005124,0.004122,0.000331,0.001853
0.000326,-0.000021,-0.000030,-0.000005,0.000010,0.000030,0.000000,0.000000,0.008366,0.002762,0.008367,0.004049,0.001615,0.002614,0.000437,0.001513
-0.000326,0.000027,-0.000063,0.000008,-0.000002,-0.000006,-0.000004,-0.000006,0.009855,0.001753,0.007422,0.003356,0.005553,0.003048,0.000995,0.001634
0.000362,-0.000036,0.000056,-0.000027,0.000006,-0.000022,0.000001,-0.000006,0.007805,0.003726,0.007280,0.003760,0.004536,0.004566,0.000695,0.002049
-0.000416,0.000074,-0.000117,-0.000016,-0.000008,-0.000000,0.000000,-0.000012,0.010678,0.004560,0.007742,0.002990,0.004813,0.005590,0.000505,0.003494
-0.000271,-0.000083,-0.000006,-0.000002,-0.000008,-0.000015,-0.000000,0.000018,0.009683,0.004997,0.002594,0.003530,0.005220,0.004417,0.000525,0.002392
0.000163,0.000027,0.000029,0.000033,-0.000001,-0.000003,-0.000001,-0.000018,0.009207,0.003625,0.003923,0.004808,0.001858,0.001207,0.000534,0.002227
0.000344,-0.000087,-0.000043,0.000001,0.000010,0.000024,0.000000,0.000012,0.010574,0.006343,0.004946,0.002860,0.001692,0.003468,0.000527,0.001953
-0.000109,0.000117,-0.000010,0.000002,-0.000011,0.000016,-0.000001,-0.000012,0.012490,0.004022,0.002760,0.004042,0.002747,0.002753,0.001457,0.002140
-0.000326,-0.000245,0.000022,0.000007,-0.000041,-0.000027,-0.000001,-0.000018,0.010194,0.008159,0.002622,0.005255,0.004375,0.003585,0.000722,0.002692
-0.000163,-0.000038,-0.000041,0.000011,0.000031,0.000009,0.000001,0.000043,0.008166,0.004079,0.005051,0.004318,0.006039,0.005162,0.000911,0.003548
0.000054,0.000074,-0.000014,0.000065,0.000014,-0.000007,0.000000,-0.000006,0.010472,0.004516,0.003150,0.004489,0.002080,0.002961,0.000535,0.002392
-0.000127,0.000056,-0.000001,0.000017,0.000009,-0.000018,-0.000001,0.000018,0.008439,0.003083,0.003906,0.003658,0.001769,0.003927,0.000487,0.001853
-0.000181,-0.000000,-0.000038,0.000022,-0.000001,-0.000051,0.000008,-0.000031,0.006889,0.002988,0.003619,0.003545,0.004213,0.005715,0.001669,0.002962
-0.000398,0.000098,0.000018,-0.000028,-0.000043,-0.000024,-0.000003,0.000018,0.007356,0.004450,0.001895,0.003016,0.004410,0.005269,0.000879,0.001381
0.000090,0.000154,0.000018,-0.000020,0.000005,-0.000060,0.000001,0.000012,0.012979,0.005853,0.003925,0.004360,0.005638,0.003554,0.000672,0.001513
-0.000271,-0.000035,0.000013,-0.000023,0.000003,0.000044,0.000001,0.000024,0.009799,0.003913,0.003555,0.004425,0.004345,0.002411,0.000778,0.001747
0.000054,0.000194,0.000010,0.000051,0.000009,-0.000030,0.000002,0.000055,0.011599,0.007209,0.002036,0.004034,0.006376,0.003570,0.000809,0.002048
0.000543,-0.000098,0.000006,0.000023,0.000012,0.000033,0.000000,0.000037,0.009131,0.004061,0.003302,0.005787,0.004507,0.004591,0.000297,0.002620
0.000597,0.000040,-0.000015,-0.000017,-0.000019,0.000026,0.000001,-0.000012,0.012340,0.004111,0.003430,0.004006,0.004649,0.003157,0.001359,0.001953
-0.000307,-0.000003,0.000163,0.000008,-0.000030,-0.000024,-0.000004,-0.000031,0.012073,0.002694,0.007049,0.003917,0.003574,0.003758,0.001265,0.002227
0.000760,-0.000010,-0.000114,-0.000047,0.000001,-0.000012,-0.000001,-0.000006,0.013428,0.002669,0.006623,0.003546,0.003762,0.003459,0.000617,0.001381
0.000723,0.000052,-0.000036,0.000015,-0.000002,-0.000001,-0.000002,-0.000006,0.010501,0.002856,0.007251,0.004067,0.001263,0.000511,0.001308,0.001853
-0.000163,-0.000031,0.000044,-0.000025,0.000002,0.000007,0.000001,0.000024,0.012445,0.002762,0.007216,0.004463,0.004689,0.003145,0.000542,0.001747
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000041,0.000031,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000041,0.000022,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,0.000000
