Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00195303,0.0722166,0.0743845,0.216149,0.000422609,0.163013,0.102567,1.40487,0.00194596,0.0224996,0.0246675,0.189603,0.000422519,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00194596,0.000548211,0.0349227,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000422519,0.0324979
2,15.3154,15.1184,12.7288,0.0142524,0.483449,0.534448,7.80976,0.00418272,3.72925,3.53229,10.9705,0.0139372,0.193673,0.244672,6.82609,0.000260952,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9705,0.0139372,0.0166535,0.267523,0.150922,0.019901,0.00857674,0.568926,6.82609,0.000260952,0.987218
3,4.27745,4.19172,8.23217,0.0270085,0.170627,0.189777,5.06647,0.00424998,0.944329,0.858603,7.32448,0.0263781,0.0841754,0.103325,3.10649,0.000529376,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32448,0.0263781,0.033024,0.126671,0.0520332,0.00879539,0.00772333,0.170495,3.10649,0.000529376,1.95766
4,6.35421,6.18922,8.76786,0.0433951,0.275484,0.322582,9.77155,0.00372839,1.23664,1.07165,7.31999,0.0421343,0.148763,0.195862,5.85264,0.00092461,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31999,0.0421343,0.0660076,0.230405,0.0937089,0.0171677,0.0124334,0.252982,5.85264,0.00092461,3.91293
5,1.58753,1.52696,8.00098,0.0731496,0.085583,0.103213,9.97369,0.00396092,0.329358,0.268787,6.27737,0.0706279,0.0525058,0.0701361,2.13805,0.00195051,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27737,0.0706279,0.131944,0.0844436,0.0312929,0.00629122,0.0189433,0.0731621,2.13805,0.00195051,7.82167
6,2.56373,2.44491,9.59044,0.194667,0.151169,0.187081,19.9295,0.00402014,0.558469,0.439642,6.27822,0.189623,0.103124,0.139037,4.25847,0.00390034,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27822,0.189623,0.263879,0.167015,0.0607241,0.0125389,0.0343206,0.113978,4.25847,0.00390034,15.6427
7,0.457157,0.453776,10.9048,0.519668,0.0286314,0.0321812,56.1886,0.00991552,0.373275,0.369893,0.0142574,0.502502,0.0166182,0.020168,0.470826,0.00969544,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0142574,0.502502,0.9382,0.0163132,0.0190498,0.00123726,0.117924,0.051401,0.470826,0.00969544,55.6165
8,0.029227,0.0287981,0.0197816,0.00693934,0.000548621,0.000610038,0.0685749,1.53997e-05,0.00231792,0.00188896,0.00216635,0.00691839,8.97858e-05,0.000151202,0.00055407,1.5131e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00216635,0.00691839,0.00114542,0.000109409,0.000100693,1.92606e-05,0.000334018,0.000757692,0.00055407,1.5131e-05,0.0679006
Total,38.5903,37.899,60.238,0.881032,1.26771,1.44428,109.024,0.0304957,7.33665,6.64533,39.5919,0.854067,0.62145,0.798018,22.8427,0.0176989,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5919,0.854067,1.4514,0.927402,0.41761,0.0684166,0.202992,1.32247,22.8427,0.0176989,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65291,0.007267,1.34276,7.61022,0.0183729,3.39486
