Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00205053,0.072213,0.0743808,0.216149,0.000438476,0.163013,0.102567,1.40487,0.00204346,0.022496,0.0246638,0.189603,0.000438385,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00204346,0.000548211,0.0349154,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000438385,0.0324979
2,15.3154,15.1184,12.7291,0.013433,0.485117,0.535641,7.83728,0.00417327,3.72925,3.53229,10.9707,0.0131178,0.195341,0.245865,6.85361,0.000260361,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9707,0.0131178,0.0166535,0.270363,0.150922,0.0199211,0.00857674,0.568926,6.85361,0.000260361,0.987218
3,4.27745,4.19172,8.23296,0.0225722,0.171897,0.190322,5.09043,0.00410605,0.944329,0.858603,7.32527,0.0219418,0.0854445,0.10387,3.13044,0.000511385,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32527,0.0219418,0.033024,0.128455,0.0520332,0.00882614,0.00772333,0.170495,3.13044,0.000511385,1.95766
4,6.35421,6.18922,8.76864,0.0474995,0.278256,0.323925,9.81953,0.00377764,1.23664,1.07165,7.32077,0.0462386,0.151536,0.197205,5.90062,0.000936924,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.32077,0.0462386,0.0660076,0.23446,0.0937089,0.0172284,0.0124334,0.252982,5.90062,0.000936924,3.91293
5,1.58753,1.52696,8.00155,0.106885,0.0862873,0.10353,9.99131,0.00411587,0.329358,0.268787,6.27795,0.104363,0.0532101,0.070453,2.15568,0.00202799,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27795,0.104363,0.131944,0.0854484,0.0312929,0.00630768,0.0189433,0.0731621,2.15568,0.00202799,7.82167
6,2.56373,2.44491,9.59131,0.174979,0.153344,0.188079,19.9647,0.00393969,0.558469,0.439642,6.2791,0.169936,0.105299,0.140034,4.29374,0.00381989,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.2791,0.169936,0.263879,0.170137,0.0607241,0.0125889,0.0343206,0.113978,4.29374,0.00381989,15.6427
7,0.457157,0.453776,10.9049,0.514329,0.0288962,0.0323184,56.1938,0.0099078,0.373275,0.369893,0.0143642,0.497164,0.016883,0.0203052,0.476048,0.00968772,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0143642,0.497164,0.9382,0.0167098,0.0190498,0.00124268,0.117924,0.051401,0.476048,0.00968772,55.6165
8,0.029227,0.0287981,0.0198043,0.00670795,0.000549067,0.00061006,0.0685771,1.48398e-05,0.00231792,0.00188896,0.002189,0.006687,9.02312e-05,0.000151224,0.000556206,1.45712e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.002189,0.006687,0.00114542,0.000109859,0.000100693,1.92786e-05,0.000334018,0.000757692,0.000556206,1.45712e-05,0.0679006
Total,38.5903,37.899,60.2414,0.888456,1.27656,1.44881,109.182,0.0304736,7.33665,6.64533,39.5952,0.861492,0.6303,0.802548,23.0003,0.0176972,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5952,0.861492,1.4514,0.940599,0.41761,0.0686002,0.202992,1.32247,23.0003,0.0176972,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65039,0.00726643,1.34266,7.55701,0.0183693,3.39419
