Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00252303,0.0722237,0.0743915,0.216149,0.000824583,0.163013,0.102567,1.40487,0.00251596,0.0225067,0.0246745,0.189603,0.000824492,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00251596,0.000548211,0.0349368,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000824492,0.0324979
2,15.3154,15.1184,12.729,0.0248649,0.483729,0.534267,7.83728,0.0056305,3.72925,3.53229,10.9707,0.0245497,0.193953,0.244491,6.85361,0.000351438,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9707,0.0245497,0.0166535,0.267602,0.150922,0.0199205,0.00857674,0.568926,6.85361,0.000351438,0.987218
3,4.27745,4.19172,8.22924,0.0491222,0.165886,0.187713,4.95864,0.00554332,0.944329,0.858603,7.32155,0.0484918,0.0794335,0.101261,2.99866,0.000691043,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32155,0.0484918,0.033024,0.11998,0.0520332,0.00868154,0.00772333,0.170495,2.99866,0.000691043,1.95766
4,6.35421,6.18922,8.76749,0.0949239,0.27376,0.321538,9.74756,0.00486773,1.23664,1.07165,7.31962,0.093663,0.14704,0.194818,5.82865,0.00120945,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31962,0.093663,0.0660076,0.227667,0.0937089,0.0171387,0.0124334,0.252982,5.82865,0.00120945,3.91293
5,1.58753,1.52696,8.00011,0.189306,0.0845592,0.102771,9.94725,0.0051328,0.329358,0.268787,6.27651,0.186784,0.051482,0.069694,2.11161,0.00253645,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27651,0.186784,0.131944,0.0830025,0.0312929,0.00626649,0.0189433,0.0731621,2.11161,0.00253645,7.82167
6,2.56373,2.44491,9.5896,0.375464,0.148751,0.185794,19.8766,0.00507038,0.558469,0.439642,6.27738,0.37042,0.100706,0.137749,4.20558,0.00495058,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27738,0.37042,0.263879,0.163357,0.0607241,0.0124908,0.0343206,0.113978,4.20558,0.00495058,15.6427
7,0.457157,0.453776,10.9047,0.695539,0.0282589,0.0319251,56.1834,0.0103456,0.373275,0.369893,0.01416,0.678374,0.0162457,0.0199119,0.465602,0.0101255,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.01416,0.678374,0.9382,0.0156896,0.0190498,0.00123231,0.117924,0.051401,0.465602,0.0101255,55.6165
8,0.029227,0.0287981,0.0197717,0.0077913,0.000548427,0.000610029,0.0685749,1.71164e-05,0.00231792,0.00188896,0.0021564,0.00777034,8.95916e-05,0.000151194,0.000554067,1.68478e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.0021564,0.00777034,0.00114542,0.000109215,0.000100693,1.92527e-05,0.000334018,0.000757692,0.000554067,1.68478e-05,0.0679006
Total,38.5903,37.899,60.2331,1.43953,1.25772,1.43901,108.835,0.037432,7.33665,6.64533,39.587,1.41257,0.611456,0.792751,22.6539,0.0207058,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.587,1.41257,1.4514,0.912344,0.41761,0.0682156,0.202992,1.32247,22.6539,0.0207058,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65583,0.00723788,1.33738,7.67378,0.0181879,3.36068
