Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00241803,0.0722246,0.0743925,0.216149,0.000626265,0.163013,0.102567,1.40487,0.00241096,0.0225076,0.0246755,0.189603,0.000626175,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241096,0.000548211,0.0349387,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000626175,0.0324979
2,15.3154,15.1184,12.7289,0.0246999,0.482871,0.533704,7.80977,0.00566776,3.72925,3.53229,10.9706,0.0243847,0.193095,0.243928,6.8261,0.000353767,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9706,0.0243847,0.0166535,0.266193,0.150922,0.019908,0.00857674,0.568926,6.8261,0.000353767,0.987218
3,4.27745,4.19172,8.23004,0.049246,0.167194,0.188292,4.98261,0.00564763,0.944329,0.858603,7.32235,0.0486156,0.0807422,0.10184,3.02263,0.000704082,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32235,0.0486156,0.033024,0.121837,0.0520332,0.00871254,0.00772333,0.170495,3.02263,0.000704082,1.95766
4,6.35421,6.18922,8.76759,0.0911082,0.274514,0.322109,9.74757,0.00479645,1.23664,1.07165,7.31972,0.0898474,0.147794,0.195389,5.82865,0.00119163,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31972,0.0898474,0.0660076,0.228984,0.0937089,0.0171465,0.0124334,0.252982,5.82865,0.00119163,3.91293
5,1.58753,1.52696,8.00098,0.195454,0.0855932,0.103225,9.97369,0.00548285,0.329358,0.268787,6.27737,0.192932,0.052516,0.0701475,2.13805,0.00271148,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27737,0.192932,0.131944,0.0844653,0.0312929,0.00629116,0.0189433,0.0731621,2.13805,0.00271148,7.82167
6,2.56373,2.44491,9.58981,0.385022,0.149589,0.186338,19.8942,0.00531893,0.558469,0.439642,6.2776,0.379979,0.101544,0.138293,4.22321,0.00519913,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.2776,0.379979,0.263879,0.164727,0.0607241,0.0125033,0.0343206,0.113978,4.22321,0.00519913,15.6427
7,0.457157,0.453776,10.9047,0.795883,0.0284178,0.0320457,56.1851,0.0108042,0.373275,0.369893,0.014192,0.778718,0.0164046,0.0200324,0.467343,0.0105841,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.014192,0.778718,0.9382,0.0159673,0.0190498,0.00123394,0.117924,0.051401,0.467343,0.0105841,55.6165
8,0.029227,0.0287981,0.0197656,0.00808191,0.000548309,0.000610024,0.0685749,1.75918e-05,0.00231792,0.00188896,0.00215032,0.00806095,8.9473e-05,0.000151189,0.000554065,1.73231e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00215032,0.00806095,0.00114542,0.000109096,0.000100693,1.92479e-05,0.000334018,0.000757692,0.000554065,1.73231e-05,0.0679006
Total,38.5903,37.899,60.235,1.55191,1.26095,1.44072,108.878,0.0383617,7.33665,6.64533,39.5888,1.52495,0.614693,0.794457,22.6962,0.0213877,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5888,1.52495,1.4514,0.917221,0.41761,0.0682807,0.202992,1.32247,22.6962,0.0213877,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65511,0.0072319,1.33628,7.65854,0.0181502,3.35371
