Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00253803,0.0722247,0.0743925,0.216149,0.000854511,0.163013,0.102567,1.40487,0.00253096,0.0225077,0.0246756,0.189603,0.00085442,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00253096,0.000548211,0.0349388,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.00085442,0.0324979
2,15.3154,15.1184,12.7288,0.0250749,0.482515,0.533486,7.80977,0.00589019,3.72925,3.53229,10.9705,0.0247597,0.192739,0.243711,6.82609,0.000367669,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9705,0.0247597,0.0166535,0.265626,0.150922,0.0199021,0.00857674,0.568926,6.82609,0.000367669,0.987218
3,4.27745,4.19172,8.22981,0.0496247,0.166838,0.188139,4.97063,0.00574863,0.944329,0.858603,7.32213,0.0489943,0.0803857,0.101687,3.01065,0.000716707,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32213,0.0489943,0.033024,0.121336,0.0520332,0.0087039,0.00772333,0.170495,3.01065,0.000716707,1.95766
4,6.35421,6.18922,8.76758,0.0860476,0.274472,0.322082,9.74757,0.0045256,1.23664,1.07165,7.31971,0.0847868,0.147752,0.195362,5.82865,0.00112391,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31971,0.0847868,0.0660076,0.228915,0.0937089,0.0171459,0.0124334,0.252982,5.82865,0.00112391,3.91293
5,1.58753,1.52696,8.00023,0.153863,0.0847208,0.102853,9.95606,0.00460734,0.329358,0.268787,6.27662,0.151341,0.0516435,0.0697753,2.12042,0.00227372,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27662,0.151341,0.131944,0.0832419,0.0312929,0.0062699,0.0189433,0.0731621,2.12042,0.00227372,7.82167
6,2.56373,2.44491,9.58997,0.33954,0.149929,0.186465,19.8942,0.00472025,0.558469,0.439642,6.27776,0.334497,0.101885,0.138421,4.22322,0.00460045,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27776,0.334497,0.263879,0.165186,0.0607241,0.0125124,0.0343206,0.113978,4.22322,0.00460045,15.6427
7,0.457157,0.453776,10.9047,0.901941,0.0284137,0.0320603,56.1834,0.0110934,0.373275,0.369893,0.0141764,0.884775,0.0164005,0.0200471,0.465603,0.0108733,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141764,0.884775,0.9382,0.0159787,0.0190498,0.00123314,0.117924,0.051401,0.465603,0.0108733,55.6165
8,0.029227,0.0287981,0.0197358,0.00741554,0.000547717,0.00060999,0.0685728,1.62717e-05,0.00231792,0.00188896,0.00212048,0.00739459,8.88816e-05,0.000151154,0.000551927,1.60031e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00212048,0.00739459,0.00114542,0.000108494,0.000100693,1.92242e-05,0.000334018,0.000757692,0.000551927,1.60031e-05,0.0679006
Total,38.5903,37.899,60.2341,1.56604,1.25966,1.44009,108.846,0.0374562,7.33665,6.64533,39.5879,1.53908,0.613402,0.793829,22.6648,0.0208262,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5879,1.53908,1.4514,0.91533,0.41761,0.0682525,0.202992,1.32247,22.6648,0.0208262,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65562,0.00723121,1.33615,7.6693,0.0181459,3.35291
