Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00243303,0.07223,0.0743979,0.216149,0.000682946,0.163013,0.102567,1.40487,0.00242596,0.022513,0.0246809,0.189603,0.000682855,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00242596,0.000548211,0.0349495,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000682855,0.0324979
2,15.3154,15.1184,12.7285,0.0244711,0.480726,0.532373,7.78224,0.00549027,3.72925,3.53229,10.9702,0.0241559,0.190951,0.242597,6.79856,0.000342674,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9702,0.0241559,0.0166535,0.262753,0.150922,0.0198734,0.00857674,0.568926,6.79856,0.000342674,0.987218
3,4.27745,4.19172,8.22976,0.0492122,0.166695,0.188045,4.97063,0.00557492,0.944329,0.858603,7.32207,0.0485818,0.0802427,0.101593,3.01065,0.000694993,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32207,0.0485818,0.033024,0.121101,0.0520332,0.00870182,0.00772333,0.170495,3.01065,0.000694993,1.95766
4,6.35421,6.18922,8.76709,0.0945282,0.272097,0.320612,9.69959,0.0048249,1.23664,1.07165,7.31922,0.0932674,0.145377,0.193892,5.78068,0.00119874,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31922,0.0932674,0.0660076,0.225109,0.0937089,0.0171074,0.0124334,0.252982,5.78068,0.00119874,3.91293
5,1.58753,1.52696,8.00019,0.194209,0.0846407,0.102803,9.95606,0.00537508,0.329358,0.268787,6.27658,0.191687,0.0515635,0.0697262,2.12042,0.00265759,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27658,0.191687,0.131944,0.0831141,0.0312929,0.00626859,0.0189433,0.0731621,2.12042,0.00265759,7.82167
6,2.56373,2.44491,9.58966,0.388459,0.148979,0.185936,19.8766,0.00536892,0.558469,0.439642,6.27744,0.383416,0.100934,0.137891,4.20558,0.00524912,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27744,0.383416,0.263879,0.163724,0.0607241,0.0124945,0.0343206,0.113978,4.20558,0.00524912,15.6427
7,0.457157,0.453776,10.9047,0.732951,0.0282578,0.0318953,56.1851,0.0104971,0.373275,0.369893,0.014184,0.715785,0.0162446,0.0198821,0.467343,0.010277,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.014184,0.715785,0.9382,0.0156574,0.0190498,0.00123353,0.117924,0.051401,0.467343,0.010277,55.6165
8,0.029227,0.0287981,0.0197429,0.00797275,0.000547859,0.000609998,0.0685728,1.74113e-05,0.00231792,0.00188896,0.00212766,0.0079518,8.90237e-05,0.000151162,0.00055193,1.71426e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00212766,0.0079518,0.00114542,0.000108638,0.000100693,1.92299e-05,0.000334018,0.000757692,0.00055193,1.71426e-05,0.0679006
Total,38.5903,37.899,60.2329,1.49424,1.25417,1.43667,108.755,0.0378315,7.33665,6.64533,39.5867,1.46727,0.607915,0.790414,22.5734,0.0211201,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5867,1.46727,1.4514,0.906515,0.41761,0.0681644,0.202992,1.32247,22.5734,0.0211201,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65711,0.00723503,1.33685,7.70127,0.0181699,3.35736
