Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00160053,0.0722129,0.0743807,0.216149,0.000386741,0.163013,0.102567,1.40487,0.00159346,0.0224959,0.0246637,0.189603,0.00038665,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00159346,0.000548211,0.0349151,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.00038665,0.0324979
2,15.3154,15.1184,12.729,0.0112917,0.484476,0.535152,7.83727,0.00407896,3.72925,3.53229,10.9707,0.0109765,0.194701,0.245376,6.8536,0.000254467,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9707,0.0109765,0.0166535,0.26924,0.150922,0.0199147,0.00857674,0.568926,6.8536,0.000254467,0.987218
3,4.27745,4.19172,8.23281,0.025561,0.17163,0.190191,5.09042,0.00417704,0.944329,0.858603,7.32512,0.0249306,0.0851775,0.103739,3.13044,0.000520258,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32512,0.0249306,0.033024,0.128063,0.0520332,0.00882035,0.00772333,0.170495,3.13044,0.000520258,1.95766
4,6.35421,6.18922,8.76857,0.0473214,0.277815,0.323613,9.81953,0.00376202,1.23664,1.07165,7.3207,0.0460605,0.151095,0.196893,5.90061,0.000933017,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.3207,0.0460605,0.0660076,0.233712,0.0937089,0.0172229,0.0124334,0.252982,5.90061,0.000933017,3.91293
5,1.58753,1.52696,8.00151,0.111535,0.0862292,0.103501,9.99131,0.00413888,0.329358,0.268787,6.2779,0.109013,0.053152,0.0704237,2.15568,0.00203949,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.2779,0.109013,0.131944,0.0853621,0.0312929,0.00630646,0.0189433,0.0731621,2.15568,0.00203949,7.82167
6,2.56373,2.44491,9.59106,0.204229,0.152729,0.187804,19.9647,0.00400885,0.558469,0.439642,6.27884,0.199186,0.104684,0.139759,4.29372,0.00388906,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27884,0.199186,0.263879,0.169261,0.0607241,0.0125745,0.0343206,0.113978,4.29372,0.00388906,15.6427
7,0.457157,0.453776,10.9048,0.517903,0.028847,0.0322864,56.1921,0.00991506,0.373275,0.369893,0.0143498,0.500738,0.0168338,0.0202732,0.474308,0.00969498,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0143498,0.500738,0.9382,0.0166293,0.0190498,0.00124195,0.117924,0.051401,0.474308,0.00969498,55.6165
8,0.029227,0.0287981,0.0197982,0.00681975,0.000548947,0.000610054,0.0685771,1.49686e-05,0.00231792,0.00188896,0.00218292,0.0067988,9.01113e-05,0.000151218,0.000556204,1.47e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00218292,0.0067988,0.00114542,0.000109738,0.000100693,1.92737e-05,0.000334018,0.000757692,0.000556204,1.47e-05,0.0679006
Total,38.5903,37.899,60.2408,0.926261,1.27449,1.44754,109.18,0.0304825,7.33665,6.64533,39.5946,0.899297,0.628229,0.801279,22.9985,0.0177326,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5946,0.899297,1.4514,0.937293,0.41761,0.0685661,0.202992,1.32247,22.9985,0.0177326,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65046,0.00726446,1.34229,7.55858,0.0183567,3.39187
