Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00241803,0.0722257,0.0743936,0.216149,0.000653067,0.163013,0.102567,1.40487,0.00241096,0.0225087,0.0246766,0.189603,0.000652976,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241096,0.000548211,0.0349408,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000652976,0.0324979
2,15.3154,15.1184,12.7287,0.0247936,0.481516,0.532788,7.80975,0.00562761,3.72925,3.53229,10.9704,0.0244784,0.191741,0.243013,6.82608,0.000351257,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9704,0.0244784,0.0166535,0.263942,0.150922,0.0198893,0.00857674,0.568926,6.82608,0.000351257,0.987218
3,4.27745,4.19172,8.23013,0.0490697,0.167304,0.188313,4.98262,0.00556789,0.944329,0.858603,7.32245,0.0484393,0.0808515,0.101861,3.02264,0.000694115,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32245,0.0484393,0.033024,0.121963,0.0520332,0.00871631,0.00772333,0.170495,3.02264,0.000694115,1.95766
4,6.35421,6.18922,8.76745,0.0967989,0.273739,0.321586,9.72359,0.00490928,1.23664,1.07165,7.31958,0.095538,0.147019,0.194866,5.80468,0.00121983,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31958,0.095538,0.0660076,0.227697,0.0937089,0.0171358,0.0124334,0.252982,5.80468,0.00121983,3.91293
5,1.58753,1.52696,7.99974,0.188995,0.0840721,0.102533,9.93843,0.00516607,0.329358,0.268787,6.27614,0.186473,0.0509949,0.0694553,2.10279,0.00255308,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27614,0.186473,0.131944,0.0822873,0.0312929,0.00625593,0.0189433,0.0731621,2.10279,0.00255308,7.82167
6,2.56373,2.44491,9.58974,0.373596,0.149021,0.185863,19.8942,0.00501035,0.558469,0.439642,6.27753,0.368553,0.100976,0.137818,4.22321,0.00489055,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27753,0.368553,0.263879,0.163687,0.0607241,0.0124994,0.0343206,0.113978,4.22321,0.00489055,15.6427
7,0.457157,0.453776,10.9046,0.730069,0.028308,0.0320145,56.1816,0.0104194,0.373275,0.369893,0.0141263,0.712904,0.0162948,0.0200013,0.46386,0.0101993,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141263,0.712904,0.9382,0.0158297,0.0190498,0.0012306,0.117924,0.051401,0.46386,0.0101993,55.6165
8,0.029227,0.0287981,0.0197805,0.00782882,0.000548603,0.00061004,0.0685749,1.74281e-05,0.00231792,0.00188896,0.00216524,0.00780786,8.9767e-05,0.000151204,0.00055407,1.71595e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00216524,0.00780786,0.00114542,0.000109393,0.000100693,1.92597e-05,0.000334018,0.000757692,0.00055407,1.71595e-05,0.0679006
Total,38.5903,37.899,60.2334,1.47357,1.25673,1.4381,108.815,0.0373711,7.33665,6.64533,39.5872,1.4466,0.610476,0.791842,22.6334,0.0205783,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5872,1.4466,1.4514,0.910457,0.41761,0.0682126,0.202992,1.32247,22.6334,0.0205783,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65616,0.00723608,1.33705,7.68095,0.0181766,3.35858
