Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00240303,0.0722277,0.0743955,0.216149,0.000629645,0.163013,0.102567,1.40487,0.00239596,0.0225107,0.0246785,0.189603,0.000629555,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00239596,0.000548211,0.0349447,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000629555,0.0324979
2,15.3154,15.1184,12.7287,0.0252924,0.481846,0.533121,7.80975,0.00593973,3.72925,3.53229,10.9704,0.0249772,0.19207,0.243345,6.82608,0.000370765,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9704,0.0249772,0.0166535,0.264605,0.150922,0.0198892,0.00857674,0.568926,6.82608,0.000370765,0.987218
3,4.27745,4.19172,8.22993,0.0510104,0.166948,0.188143,4.98261,0.00619646,0.944329,0.858603,7.32224,0.0503799,0.0804958,0.101691,3.02263,0.000772686,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32224,0.0503799,0.033024,0.121445,0.0520332,0.00870843,0.00772333,0.170495,3.02263,0.000772686,1.95766
4,6.35421,6.18922,8.76683,0.0973126,0.27142,0.320401,9.6756,0.00497546,1.23664,1.07165,7.31896,0.0960518,0.1447,0.19368,5.75668,0.00123638,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31896,0.0960518,0.0660076,0.22424,0.0937089,0.0170876,0.0124334,0.252982,5.75668,0.00123638,3.91293
5,1.58753,1.52696,8.00061,0.194773,0.0851478,0.103025,9.96488,0.00537583,0.329358,0.268787,6.277,0.192252,0.0520706,0.0699478,2.12924,0.00265796,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.277,0.192252,0.131944,0.0838306,0.0312929,0.00628072,0.0189433,0.0731621,2.12924,0.00265796,7.82167
6,2.56373,2.44491,9.58944,0.361457,0.148591,0.185836,19.8766,0.00487474,0.558469,0.439642,6.27723,0.356414,0.100546,0.137791,4.20557,0.00475494,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27723,0.356414,0.263879,0.163248,0.0607241,0.0124823,0.0343206,0.113978,4.20557,0.00475494,15.6427
7,0.457157,0.453776,10.9047,0.830694,0.0285324,0.0321125,56.1868,0.0107368,0.373275,0.369893,0.014232,0.813529,0.0165192,0.0200993,0.469085,0.0105167,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.014232,0.813529,0.9382,0.0161467,0.0190498,0.00123596,0.117924,0.051401,0.469085,0.0105167,55.6165
8,0.029227,0.0287981,0.019754,0.00799267,0.000548078,0.00061001,0.0685749,1.77325e-05,0.00231792,0.00188896,0.00213871,0.00797172,8.92424e-05,0.000151175,0.000554062,1.74639e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00213871,0.00797172,0.00114542,0.00010886,0.000100693,1.92386e-05,0.000334018,0.000757692,0.000554062,1.74639e-05,0.0679006
Total,38.5903,37.899,60.2332,1.57094,1.25526,1.43764,108.781,0.0387464,7.33665,6.64533,39.5871,1.54397,0.609002,0.791385,22.5994,0.0209565,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5871,1.54397,1.4514,0.908568,0.41761,0.0681694,0.202992,1.32247,22.5994,0.0209565,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65667,0.007231,1.33611,7.69231,0.0181445,3.35266
