Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00240303,0.072225,0.0743928,0.216149,0.000660198,0.163013,0.102567,1.40487,0.00239596,0.022508,0.0246759,0.189603,0.000660107,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00239596,0.000548211,0.0349394,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000660107,0.0324979
2,15.3154,15.1184,12.7289,0.0255736,0.482666,0.533535,7.80977,0.00648023,3.72925,3.53229,10.9706,0.0252584,0.19289,0.243759,6.8261,0.000404547,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9706,0.0252584,0.0166535,0.265821,0.150922,0.0199065,0.00857674,0.568926,6.8261,0.000404547,0.987218
3,4.27745,4.19172,8.22995,0.0508472,0.16703,0.18821,4.98261,0.00613721,0.944329,0.858603,7.32226,0.0502168,0.080578,0.101758,3.02263,0.000765279,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32226,0.0502168,0.033024,0.121594,0.0520332,0.00870905,0.00772333,0.170495,3.02263,0.000765279,1.95766
4,6.35421,6.18922,8.76722,0.100114,0.272866,0.321133,9.72357,0.00554791,1.23664,1.07165,7.31935,0.098853,0.146146,0.194413,5.80466,0.00137949,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31935,0.098853,0.0660076,0.226388,0.0937089,0.017118,0.0124334,0.252982,5.80466,0.00137949,3.91293
5,1.58753,1.52696,8.00057,0.187532,0.0851025,0.103005,9.96488,0.00518843,0.329358,0.268787,6.27697,0.18501,0.0520253,0.0699273,2.12924,0.00256427,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27697,0.18501,0.131944,0.0837659,0.0312929,0.00627967,0.0189433,0.0731621,2.12924,0.00256427,7.82167
6,2.56373,2.44491,9.58985,0.37932,0.149483,0.186187,19.8942,0.00518111,0.558469,0.439642,6.27763,0.374277,0.101439,0.138143,4.22321,0.00506132,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27763,0.374277,0.263879,0.164469,0.0607241,0.0125052,0.0343206,0.113978,4.22321,0.00506132,15.6427
7,0.457157,0.453776,10.9047,0.772579,0.0283459,0.0320034,56.1834,0.0106629,0.373275,0.369893,0.0141672,0.755414,0.0163326,0.0199902,0.465602,0.0104428,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141672,0.755414,0.9382,0.0158544,0.0190498,0.00123267,0.117924,0.051401,0.465602,0.0104428,55.6165
8,0.029227,0.0287981,0.0196822,0.00760871,0.000546561,0.000609834,0.0685707,1.66797e-05,0.00231792,0.00188896,0.00206687,0.00758775,8.7725e-05,0.000150999,0.000549781,1.64111e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00206687,0.00758775,0.00114542,0.000107224,0.000100693,1.91816e-05,0.000334018,0.000757692,0.000549781,1.64111e-05,0.0679006
Total,38.5903,37.899,60.2341,1.52598,1.25827,1.43908,108.843,0.0398746,7.33665,6.64533,39.5879,1.49901,0.612006,0.792817,22.6616,0.0212942,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5879,1.49901,1.4514,0.912939,0.41761,0.0682362,0.202992,1.32247,22.6616,0.0212942,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65567,0.0072333,1.33654,7.67094,0.0181591,3.35535
