Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00180303,0.0722121,0.07438,0.216149,0.000422668,0.163013,0.102567,1.40487,0.00179596,0.0224951,0.024663,0.189603,0.000422577,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00179596,0.000548211,0.0349136,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000422577,0.0324979
2,15.3154,15.1184,12.7291,0.0101011,0.485331,0.535714,7.83729,0.00403275,3.72925,3.53229,10.9708,0.00978591,0.195555,0.245938,6.85362,0.000251579,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9708,0.00978591,0.0166535,0.270645,0.150922,0.0199271,0.00857674,0.568926,6.85362,0.000251579,0.987218
3,4.27745,4.19172,8.23279,0.0311991,0.171637,0.190216,5.09042,0.0042784,0.944329,0.858603,7.3251,0.0305687,0.0851849,0.103764,3.13044,0.000532929,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.3251,0.0305687,0.033024,0.128096,0.0520332,0.00881963,0.00772333,0.170495,3.13044,0.000532929,1.95766
4,6.35421,6.18922,8.76874,0.0458551,0.278553,0.32404,9.81954,0.00376995,1.23664,1.07165,7.32087,0.0445943,0.151833,0.197319,5.90063,0.000935,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.32087,0.0445943,0.0660076,0.234864,0.0937089,0.0172362,0.0124334,0.252982,5.90063,0.000935,3.91293
5,1.58753,1.52696,8.00167,0.0739952,0.086432,0.103595,9.99132,0.00396607,0.329358,0.268787,6.27807,0.0714735,0.0533548,0.0705178,2.15568,0.00195308,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27807,0.0714735,0.131944,0.0856544,0.0312929,0.00631108,0.0189433,0.0731621,2.15568,0.00195308,7.82167
6,2.56373,2.44491,9.59122,0.144357,0.153107,0.18796,19.9647,0.00386371,0.558469,0.439642,6.27901,0.139313,0.105062,0.139915,4.29373,0.00374392,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27901,0.139313,0.263879,0.169786,0.0607241,0.0125839,0.0343206,0.113978,4.29373,0.00374392,15.6427
7,0.457157,0.453776,10.9049,0.525921,0.0289324,0.0323158,56.1956,0.00993414,0.373275,0.369893,0.0143966,0.508755,0.0169191,0.0203026,0.477788,0.00971406,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0143966,0.508755,0.9382,0.0167416,0.0190498,0.00124433,0.117924,0.051401,0.477788,0.00971406,55.6165
8,0.029227,0.0287981,0.0197849,0.00673351,0.000548685,0.00061004,0.0685749,1.48073e-05,0.00231792,0.00188896,0.00216966,0.00671256,8.98498e-05,0.000151204,0.000554072,1.45386e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00216966,0.00671256,0.00114542,0.000109473,0.000100693,1.92632e-05,0.000334018,0.000757692,0.000554072,1.45386e-05,0.0679006
Total,38.5903,37.899,60.2415,0.839964,1.27675,1.44883,109.184,0.0302825,7.33665,6.64533,39.5953,0.813,0.630494,0.802571,23.002,0.0175677,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5953,0.813,1.4514,0.94081,0.41761,0.0686074,0.202992,1.32247,23.002,0.0175677,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65036,0.00726899,1.34313,7.55645,0.0183856,3.39721
