Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00196803,0.0722124,0.0743803,0.216149,0.000419909,0.163013,0.102567,1.40487,0.00196096,0.0224954,0.0246633,0.189603,0.000419818,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00196096,0.000548211,0.0349143,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000419818,0.0324979
2,15.3154,15.1184,12.7291,0.0117324,0.485034,0.535447,7.83729,0.00409559,3.72925,3.53229,10.9708,0.0114172,0.195258,0.245671,6.85361,0.000255507,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9708,0.0114172,0.0166535,0.270082,0.150922,0.0199259,0.00857674,0.568926,6.85361,0.000255507,0.987218
3,4.27745,4.19172,8.23278,0.0210085,0.171596,0.190184,5.09042,0.00409406,0.944329,0.858603,7.32509,0.0203781,0.0851438,0.103732,3.13044,0.000509886,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32509,0.0203781,0.033024,0.128023,0.0520332,0.00881925,0.00772333,0.170495,3.13044,0.000509886,1.95766
4,6.35421,6.18922,8.7686,0.0479832,0.278073,0.323822,9.81953,0.00376906,1.23664,1.07165,7.32073,0.0467224,0.151353,0.197102,5.90061,0.000934779,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.32073,0.0467224,0.0660076,0.234177,0.0937089,0.017225,0.0124334,0.252982,5.90061,0.000934779,3.91293
5,1.58753,1.52696,8.00174,0.0775333,0.0865016,0.103621,10.0001,0.00397402,0.329358,0.268787,6.27813,0.0750117,0.0534244,0.0705435,2.16448,0.00195706,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27813,0.0750117,0.131944,0.085748,0.0312929,0.00631295,0.0189433,0.0731621,2.16448,0.00195706,7.82167
6,2.56373,2.44491,9.59115,0.165917,0.152956,0.18791,19.9647,0.00391755,0.558469,0.439642,6.27893,0.160874,0.104912,0.139865,4.29373,0.00379775,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27893,0.160874,0.263879,0.16959,0.0607241,0.0125796,0.0343206,0.113978,4.29373,0.00379775,15.6427
7,0.457157,0.453776,10.9048,0.512546,0.0288325,0.032275,56.1921,0.00990147,0.373275,0.369893,0.0143472,0.495381,0.0168193,0.0202618,0.474308,0.00968139,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0143472,0.495381,0.9382,0.0166035,0.0190498,0.00124182,0.117924,0.051401,0.474308,0.00968139,55.6165
8,0.029227,0.0287981,0.01978,0.00676235,0.000548586,0.000610034,0.0685749,1.49174e-05,0.00231792,0.00188896,0.00216469,0.00674139,8.97507e-05,0.000151198,0.00055407,1.46487e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00216469,0.00674139,0.00114542,0.000109371,0.000100693,1.92593e-05,0.000334018,0.000757692,0.00055407,1.46487e-05,0.0679006
Total,38.5903,37.899,60.2412,0.845451,1.27575,1.44825,109.189,0.0301866,7.33665,6.64533,39.5951,0.818487,0.629496,0.80199,23.0073,0.0175708,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5951,0.818487,1.4514,0.939247,0.41761,0.0685897,0.202992,1.32247,23.0073,0.0175708,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65031,0.00726871,1.34308,7.55529,0.0183839,3.39688
