Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00254553,0.0722255,0.0743934,0.216149,0.000807783,0.163013,0.102567,1.40487,0.00253846,0.0225085,0.0246764,0.189603,0.000807692,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00253846,0.000548211,0.0349405,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000807692,0.0324979
2,15.3154,15.1184,12.7287,0.0245255,0.481858,0.533165,7.80975,0.00560408,3.72925,3.53229,10.9704,0.0242103,0.192082,0.243389,6.82608,0.000349787,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9704,0.0242103,0.0166535,0.264662,0.150922,0.0198878,0.00857674,0.568926,6.82608,0.000349787,0.987218
3,4.27745,4.19172,8.23011,0.0494354,0.167331,0.188363,4.98262,0.00569328,0.944329,0.858603,7.32242,0.0488049,0.0808788,0.101911,3.02263,0.000709788,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32242,0.0488049,0.033024,0.122041,0.0520332,0.00871536,0.00772333,0.170495,3.02263,0.000709788,1.95766
4,6.35421,6.18922,8.76714,0.0939957,0.272971,0.321398,9.6996,0.00478089,1.23664,1.07165,7.31927,0.0927349,0.14625,0.194678,5.78068,0.00118774,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31927,0.0927349,0.0660076,0.226764,0.0937089,0.0171112,0.0124334,0.252982,5.78068,0.00118774,3.91293
5,1.58753,1.52696,7.99996,0.19456,0.0843419,0.102655,9.94724,0.00534846,0.329358,0.268787,6.27636,0.192038,0.0512647,0.0695773,2.11161,0.00264428,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27636,0.192038,0.131944,0.0826727,0.0312929,0.00626221,0.0189433,0.0731621,2.11161,0.00264428,7.82167
6,2.56373,2.44491,9.58911,0.383243,0.147301,0.185,19.8589,0.00520442,0.558469,0.439642,6.27689,0.3782,0.0992562,0.136956,4.18793,0.00508462,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27689,0.3782,0.263879,0.161141,0.0607241,0.0124629,0.0343206,0.113978,4.18793,0.00508462,15.6427
7,0.457157,0.453776,10.9047,0.746934,0.0282503,0.0318865,56.1851,0.0104879,0.373275,0.369893,0.0141851,0.729769,0.0162371,0.0198733,0.467343,0.0102678,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141851,0.729769,0.9382,0.0156411,0.0190498,0.00123358,0.117924,0.051401,0.467343,0.0102678,55.6165
8,0.029227,0.0287981,0.0197579,0.00793565,0.000548154,0.000610014,0.0685749,1.77461e-05,0.00231792,0.00188896,0.00214258,0.0079147,8.93186e-05,0.000151179,0.000554063,1.74775e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00214258,0.0079147,0.00114542,0.000108938,0.000100693,1.92417e-05,0.000334018,0.000757692,0.000554063,1.74775e-05,0.0679006
Total,38.5903,37.899,60.2327,1.50317,1.25483,1.43747,108.768,0.0379446,7.33665,6.64533,39.5865,1.47621,0.608567,0.791211,22.5864,0.0210692,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5865,1.47621,1.4514,0.907971,0.41761,0.0681583,0.202992,1.32247,22.5864,0.0210692,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65689,0.00723457,1.33677,7.69664,0.0181671,3.35682
