Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00241803,0.0722265,0.0743944,0.216149,0.000622306,0.163013,0.102567,1.40487,0.00241096,0.0225095,0.0246774,0.189603,0.000622215,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241096,0.000548211,0.0349425,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000622215,0.0324979
2,15.3154,15.1184,12.7288,0.0257855,0.482122,0.533273,7.80976,0.00673794,3.72925,3.53229,10.9704,0.0254703,0.192346,0.243497,6.82608,0.000420653,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9704,0.0254703,0.0166535,0.265027,0.150922,0.0198945,0.00857674,0.568926,6.82608,0.000420653,0.987218
3,4.27745,4.19172,8.23002,0.0511229,0.167184,0.188301,4.98261,0.00633868,0.944329,0.858603,7.32233,0.0504924,0.0807323,0.101849,3.02263,0.000790463,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32233,0.0504924,0.033024,0.121836,0.0520332,0.00871176,0.00772333,0.170495,3.02263,0.000790463,1.95766
4,6.35421,6.18922,8.76754,0.0997482,0.274367,0.322056,9.74756,0.00548857,1.23664,1.07165,7.31967,0.0984874,0.147647,0.195336,5.82865,0.00136466,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31967,0.0984874,0.0660076,0.228787,0.0937089,0.0171426,0.0124334,0.252982,5.82865,0.00136466,3.91293
5,1.58753,1.52696,8.00068,0.184528,0.0852635,0.103094,9.96488,0.00513531,0.329358,0.268787,6.27707,0.182007,0.0521862,0.070017,2.12924,0.00253771,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27707,0.182007,0.131944,0.0840135,0.0312929,0.00628269,0.0189433,0.0731621,2.12924,0.00253771,7.82167
6,2.56373,2.44491,9.59019,0.390994,0.150455,0.186704,19.9118,0.0053641,0.558469,0.439642,6.27797,0.385951,0.10241,0.138659,4.24085,0.00524431,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27797,0.385951,0.263879,0.165937,0.0607241,0.0125246,0.0343206,0.113978,4.24085,0.00524431,15.6427
7,0.457157,0.453776,10.9047,0.769461,0.0284047,0.0320526,56.1834,0.0107651,0.373275,0.369893,0.0141753,0.752295,0.0163915,0.0200393,0.465602,0.010545,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141753,0.752295,0.9382,0.015962,0.0190498,0.00123309,0.117924,0.051401,0.465602,0.010545,55.6165
8,0.029227,0.0287981,0.0197678,0.00851693,0.000548351,0.000610025,0.0685749,1.84792e-05,0.00231792,0.00188896,0.00215253,0.00849597,8.95152e-05,0.000151189,0.000554066,1.82106e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00215253,0.00849597,0.00114542,0.000109137,0.000100693,1.92496e-05,0.000334018,0.000757692,0.000554066,1.82106e-05,0.0679006
Total,38.5903,37.899,60.2348,1.53257,1.26057,1.44048,108.885,0.0404705,7.33665,6.64533,39.5887,1.50561,0.614312,0.794226,22.7032,0.0215432,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5887,1.50561,1.4514,0.916615,0.41761,0.0682743,0.202992,1.32247,22.7032,0.0215432,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65499,0.00723292,1.33646,7.65645,0.0181566,3.3549
