Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00248553,0.0722326,0.0744004,0.216149,0.000800893,0.163013,0.102567,1.40487,0.00247846,0.0225156,0.0246835,0.189603,0.000800802,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00247846,0.000548211,0.0349546,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000800802,0.0324979
2,15.3154,15.1184,12.7284,0.0240774,0.480045,0.53185,7.78223,0.00534574,3.72925,3.53229,10.9701,0.0237622,0.190269,0.242074,6.79856,0.000333641,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9701,0.0237622,0.0166535,0.261554,0.150922,0.0198667,0.00857674,0.568926,6.79856,0.000333641,0.987218
3,4.27745,4.19172,8.22972,0.0471741,0.166622,0.188013,4.97063,0.00528133,0.944329,0.858603,7.32203,0.0465437,0.0801695,0.101561,3.01065,0.000658295,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32203,0.0465437,0.033024,0.120997,0.0520332,0.00870008,0.00772333,0.170495,3.01065,0.000658295,1.95766
4,6.35421,6.18922,8.7672,0.0926307,0.272356,0.320668,9.72357,0.00466612,1.23664,1.07165,7.31933,0.0913699,0.145636,0.193948,5.80466,0.00115904,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31933,0.0913699,0.0660076,0.225415,0.0937089,0.0171161,0.0124334,0.252982,5.80466,0.00115904,3.91293
5,1.58753,1.52696,7.99994,0.198002,0.0843455,0.102672,9.94724,0.00556788,0.329358,0.268787,6.27634,0.19548,0.0512682,0.0695945,2.11161,0.00275399,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27634,0.19548,0.131944,0.082694,0.0312929,0.00626163,0.0189433,0.0731621,2.11161,0.00275399,7.82167
6,2.56373,2.44491,9.58977,0.343581,0.148947,0.185752,19.8942,0.00469807,0.558469,0.439642,6.27756,0.338538,0.100902,0.137708,4.22321,0.00457828,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27756,0.338538,0.263879,0.163501,0.0607241,0.0125009,0.0343206,0.113978,4.22321,0.00457828,15.6427
7,0.457157,0.453776,10.9047,0.741242,0.0283266,0.0319751,56.1834,0.0104259,0.373275,0.369893,0.0141747,0.724077,0.0163133,0.0199619,0.465602,0.0102058,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141747,0.724077,0.9382,0.0158065,0.0190498,0.00123306,0.117924,0.051401,0.465602,0.0102058,55.6165
8,0.029227,0.0287981,0.0197297,0.00791955,0.000547597,0.000609983,0.0685728,1.75811e-05,0.00231792,0.00188896,0.0021144,0.0078986,8.8761e-05,0.000151147,0.000551925,1.73124e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.0021144,0.0078986,0.00114542,0.000108371,0.000100693,1.92193e-05,0.000334018,0.000757692,0.000551925,1.73124e-05,0.0679006
Total,38.5903,37.899,60.2327,1.45711,1.25342,1.43594,108.786,0.0368035,7.33665,6.64533,39.5865,1.43015,0.607163,0.789681,22.6044,0.0205072,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5865,1.43015,1.4514,0.905031,0.41761,0.0681636,0.202992,1.32247,22.6044,0.0205072,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65668,0.00723698,1.33721,7.69199,0.0181823,3.35963
