Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00248553,0.0722274,0.0743953,0.216149,0.000746085,0.163013,0.102567,1.40487,0.00247846,0.0225104,0.0246783,0.189603,0.000745994,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00247846,0.000548211,0.0349442,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000745994,0.0324979
2,15.3154,15.1184,12.7287,0.0250055,0.481648,0.532815,7.80976,0.00588075,3.72925,3.53229,10.9704,0.0246903,0.191872,0.243039,6.82608,0.000367079,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9704,0.0246903,0.0166535,0.264095,0.150922,0.0198938,0.00857674,0.568926,6.82608,0.000367079,0.987218
3,4.27745,4.19172,8.2297,0.0507179,0.166579,0.187982,4.97063,0.00613375,0.944329,0.858603,7.32202,0.0500874,0.080127,0.10153,3.01065,0.000764847,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32202,0.0500874,0.033024,0.120924,0.0520332,0.00869959,0.00772333,0.170495,3.01065,0.000764847,1.95766
4,6.35421,6.18922,8.76717,0.0957301,0.272616,0.320975,9.72357,0.00481807,1.23664,1.07165,7.3193,0.0944693,0.145895,0.194255,5.80465,0.00119703,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.3193,0.0944693,0.0660076,0.225983,0.0937089,0.017114,0.0124334,0.252982,5.80465,0.00119703,3.91293
5,1.58753,1.52696,7.99981,0.182535,0.0841782,0.102594,9.94724,0.00497656,0.329358,0.268787,6.2762,0.180014,0.0511009,0.0695169,2.1116,0.00245833,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.2762,0.180014,0.131944,0.082453,0.0312929,0.00625782,0.0189433,0.0731621,2.1116,0.00245833,7.82167
6,2.56373,2.44491,9.58934,0.368614,0.14798,0.18536,19.8589,0.00499016,0.558469,0.439642,6.27713,0.363571,0.0999355,0.137316,4.18794,0.00487037,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27713,0.363571,0.263879,0.162167,0.0607241,0.0124765,0.0343206,0.113978,4.18794,0.00487037,15.6427
7,0.457157,0.453776,10.9047,0.760485,0.0283512,0.0319783,56.1851,0.0104784,0.373275,0.369893,0.0141927,0.74332,0.016338,0.0199651,0.467343,0.0102584,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141927,0.74332,0.9382,0.0158333,0.0190498,0.00123397,0.117924,0.051401,0.467343,0.0102584,55.6165
8,0.029227,0.0287981,0.0197612,0.00794726,0.00054822,0.000610019,0.0685749,1.76309e-05,0.00231792,0.00188896,0.0021459,0.0079263,8.93848e-05,0.000151183,0.000554064,1.73623e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.0021459,0.0079263,0.00114542,0.000109005,0.000100693,1.92443e-05,0.000334018,0.000757692,0.000554064,1.73623e-05,0.0679006
Total,38.5903,37.899,60.2325,1.49352,1.25413,1.43671,108.78,0.0380415,7.33665,6.64533,39.5863,1.46656,0.607869,0.790451,22.5984,0.0206794,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5863,1.46656,1.4514,0.90651,0.41761,0.0681609,0.202992,1.32247,22.5984,0.0206794,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65673,0.00723509,1.33687,7.69338,0.0181703,3.35742
