Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00242553,0.0722269,0.0743947,0.216149,0.00064741,0.163013,0.102567,1.40487,0.00241846,0.0225099,0.0246777,0.189603,0.00064732,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241846,0.000548211,0.0349432,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.00064732,0.0324979
2,15.3154,15.1184,12.7288,0.0246267,0.483015,0.534066,7.80976,0.00568584,3.72925,3.53229,10.9705,0.0243115,0.193239,0.24429,6.82609,0.000354897,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9705,0.0243115,0.0166535,0.266708,0.150922,0.0198987,0.00857674,0.568926,6.82609,0.000354897,0.987218
3,4.27745,4.19172,8.22976,0.0472622,0.166684,0.188036,4.97063,0.00532448,0.944329,0.858603,7.32207,0.0466318,0.0802321,0.101584,3.01065,0.000663688,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32207,0.0466318,0.033024,0.121082,0.0520332,0.00870174,0.00772333,0.170495,3.01065,0.000663688,1.95766
4,6.35421,6.18922,8.76759,0.0990995,0.274145,0.321743,9.74757,0.00536887,1.23664,1.07165,7.31972,0.0978386,0.147425,0.195023,5.82865,0.00133473,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31972,0.0978386,0.0660076,0.228248,0.0937089,0.0171464,0.0124334,0.252982,5.82865,0.00133473,3.91293
5,1.58753,1.52696,8.00161,0.183589,0.0863643,0.103569,9.99132,0.00513292,0.329358,0.268787,6.278,0.181067,0.0532871,0.0704917,2.15568,0.00253651,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.278,0.181067,0.131944,0.0855625,0.0312929,0.00630931,0.0189433,0.0731621,2.15568,0.00253651,7.82167
6,2.56373,2.44491,9.59048,0.391992,0.151283,0.187132,19.9295,0.00547271,0.558469,0.439642,6.27827,0.386948,0.103239,0.139087,4.25848,0.00535291,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27827,0.386948,0.263879,0.167177,0.0607241,0.0125416,0.0343206,0.113978,4.25848,0.00535291,15.6427
7,0.457157,0.453776,10.9046,0.897011,0.0284147,0.0321046,56.1816,0.0112206,0.373275,0.369893,0.0141401,0.879846,0.0164015,0.0200914,0.46386,0.0110005,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141401,0.879846,0.9382,0.0160258,0.0190498,0.0012313,0.117924,0.051401,0.46386,0.0110005,55.6165
8,0.029227,0.0287981,0.01978,0.00728505,0.000548592,0.000610039,0.0685749,1.5834e-05,0.00231792,0.00188896,0.00216469,0.00726409,8.97565e-05,0.000151204,0.00055407,1.55653e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00216469,0.00726409,0.00114542,0.000109383,0.000100693,1.92593e-05,0.000334018,0.000757692,0.00055407,1.55653e-05,0.0679006
Total,38.5903,37.899,60.2359,1.65329,1.26268,1.44166,108.915,0.0388686,7.33665,6.64533,39.5897,1.62633,0.616422,0.795396,22.7336,0.0219061,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5897,1.62633,1.4514,0.919856,0.41761,0.0683143,0.202992,1.32247,22.7336,0.0219061,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65451,0.00722655,1.33529,7.64568,0.0181166,3.3475
