Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00244053,0.0722288,0.0743966,0.216149,0.000717773,0.163013,0.102567,1.40487,0.00243346,0.0225118,0.0246797,0.189603,0.000717682,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00243346,0.000548211,0.034947,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000717682,0.0324979
2,15.3154,15.1184,12.7286,0.0258774,0.481224,0.532693,7.80974,0.0066038,3.72925,3.53229,10.9703,0.0255622,0.191448,0.242917,6.82607,0.00041227,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9703,0.0255622,0.0166535,0.263563,0.150922,0.019881,0.00857674,0.568926,6.82607,0.00041227,0.987218
3,4.27745,4.19172,8.22953,0.0510085,0.166318,0.187875,4.95865,0.00624744,0.944329,0.858603,7.32185,0.0503781,0.0798659,0.101423,2.99867,0.000779058,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32185,0.0503781,0.033024,0.120563,0.0520332,0.00869302,0.00772333,0.170495,2.99867,0.000779058,1.95766
4,6.35421,6.18922,8.76727,0.0936564,0.27288,0.321058,9.72358,0.00474803,1.23664,1.07165,7.3194,0.0923955,0.146159,0.194338,5.80466,0.00117952,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.3194,0.0923955,0.0660076,0.226323,0.0937089,0.0171217,0.0124334,0.252982,5.80466,0.00117952,3.91293
5,1.58753,1.52696,7.99994,0.197636,0.0843261,0.102652,9.94724,0.00554533,0.329358,0.268787,6.27634,0.195115,0.0512489,0.0695751,2.11161,0.00274272,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27634,0.195115,0.131944,0.0826553,0.0312929,0.00626164,0.0189433,0.0731621,2.11161,0.00274272,7.82167
6,2.56373,2.44491,9.58936,0.394624,0.147912,0.185276,19.8589,0.00540977,0.558469,0.439642,6.27714,0.389581,0.0998671,0.137231,4.18794,0.00528997,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27714,0.389581,0.263879,0.162014,0.0607241,0.0124772,0.0343206,0.113978,4.18794,0.00528997,15.6427
7,0.457157,0.453776,10.9047,0.723941,0.0282934,0.0319615,56.1834,0.0104312,0.373275,0.369893,0.0141584,0.706776,0.0162802,0.0199483,0.465602,0.0102111,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141584,0.706776,0.9382,0.0157605,0.0190498,0.00123223,0.117924,0.051401,0.465602,0.0102111,55.6165
8,0.029227,0.0287981,0.0197474,0.00783778,0.000547945,0.000610001,0.0685728,1.76833e-05,0.00231792,0.00188896,0.00213208,0.00781683,8.91094e-05,0.000151166,0.000551931,1.74147e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00213208,0.00781683,0.00114542,0.000108723,0.000100693,1.92334e-05,0.000334018,0.000757692,0.000551931,1.74147e-05,0.0679006
Total,38.5903,37.899,60.2323,1.49702,1.25373,1.43652,108.766,0.039721,7.33665,6.64533,39.5862,1.47006,0.607471,0.790264,22.5847,0.0213498,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5862,1.47006,1.4514,0.905934,0.41761,0.068152,0.202992,1.32247,22.5847,0.0213498,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65692,0.00723491,1.33683,7.69775,0.0181692,3.35722
