Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00210303,0.0722148,0.0743826,0.216149,0.000446019,0.163013,0.102567,1.40487,0.00209596,0.0224978,0.0246656,0.189603,0.000445928,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00209596,0.000548211,0.034919,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000445928,0.0324979
2,15.3154,15.1184,12.7289,0.0114174,0.483691,0.534579,7.80977,0.00404697,3.72925,3.53229,10.9706,0.0111022,0.193915,0.244804,6.8261,0.000252467,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9706,0.0111022,0.0166535,0.267891,0.150922,0.0199056,0.00857674,0.568926,6.8261,0.000252467,0.987218
3,4.27745,4.19172,8.23237,0.0259829,0.170969,0.189932,5.06648,0.00422398,0.944329,0.858603,7.32468,0.0253524,0.0845171,0.10348,3.1065,0.000526126,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32468,0.0253524,0.033024,0.127161,0.0520332,0.00880331,0.00772333,0.170495,3.1065,0.000526126,1.95766
4,6.35421,6.18922,8.76803,0.0441826,0.276019,0.322817,9.77157,0.00373348,1.23664,1.07165,7.32016,0.0429218,0.149299,0.196097,5.85265,0.000925883,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.32016,0.0429218,0.0660076,0.231162,0.0937089,0.0171804,0.0124334,0.252982,5.85265,0.000925883,3.91293
5,1.58753,1.52696,8.00101,0.0758852,0.0856249,0.103235,9.97369,0.00396161,0.329358,0.268787,6.2774,0.0733635,0.0525476,0.0701574,2.13806,0.00195086,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.2774,0.0733635,0.131944,0.0845059,0.0312929,0.00629209,0.0189433,0.0731621,2.13806,0.00195086,7.82167
6,2.56373,2.44491,9.59055,0.191389,0.151413,0.187176,19.9295,0.00400157,0.558469,0.439642,6.27833,0.186346,0.103368,0.139132,4.25848,0.00388178,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27833,0.186346,0.263879,0.167347,0.0607241,0.0125452,0.0343206,0.113978,4.25848,0.00388178,15.6427
7,0.457157,0.453776,10.9047,0.518679,0.0285934,0.0321479,56.1886,0.00991757,0.373275,0.369893,0.0142535,0.501514,0.0165802,0.0201347,0.470826,0.00969749,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0142535,0.501514,0.9382,0.0162421,0.0190498,0.00123706,0.117924,0.051401,0.470826,0.00969749,55.6165
8,0.029227,0.0287981,0.0197877,0.00680621,0.000548741,0.000610044,0.0685771,1.52842e-05,0.00231792,0.00188896,0.00217242,0.00678525,8.99057e-05,0.000151209,0.0005562,1.50155e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00217242,0.00678525,0.00114542,0.000109531,0.000100693,1.92654e-05,0.000334018,0.000757692,0.0005562,1.50155e-05,0.0679006
Total,38.5903,37.899,60.2386,0.876446,1.26907,1.44488,109.024,0.0303465,7.33665,6.64533,39.5924,0.849481,0.622815,0.798621,22.8428,0.0176955,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5924,0.849481,1.4514,0.929338,0.41761,0.068449,0.202992,1.32247,22.8428,0.0176955,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65288,0.00726721,1.3428,7.60959,0.0183743,3.39511
