Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00242553,0.0722208,0.0743886,0.216149,0.000719326,0.163013,0.102567,1.40487,0.00241846,0.0225038,0.0246716,0.189603,0.000719236,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241846,0.000548211,0.034931,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000719236,0.0324979
2,15.3154,15.1184,12.7292,0.0257517,0.483968,0.534246,7.83729,0.00650731,3.72925,3.53229,10.9709,0.0254365,0.194192,0.24447,6.85362,0.000406239,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9709,0.0254365,0.0166535,0.267809,0.150922,0.0199316,0.00857674,0.568926,6.85362,0.000406239,0.987218
3,4.27745,4.19172,8.22981,0.0512822,0.166812,0.18812,4.97063,0.00645323,0.944329,0.858603,7.32212,0.0506518,0.08036,0.101668,3.01065,0.000804782,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32212,0.0506518,0.033024,0.121291,0.0520332,0.00870363,0.00772333,0.170495,3.01065,0.000804782,1.95766
4,6.35421,6.18922,8.76728,0.0970351,0.273141,0.321311,9.72358,0.00495759,1.23664,1.07165,7.31941,0.0957743,0.146421,0.19459,5.80466,0.00123191,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31941,0.0957743,0.0660076,0.226836,0.0937089,0.0171221,0.0124334,0.252982,5.80466,0.00123191,3.91293
5,1.58753,1.52696,7.9997,0.195525,0.0840411,0.102532,9.93843,0.00542405,0.329358,0.268787,6.27609,0.193004,0.0509638,0.0694547,2.10279,0.00268208,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27609,0.193004,0.131944,0.0822568,0.0312929,0.00625464,0.0189433,0.0731621,2.10279,0.00268208,7.82167
6,2.56373,2.44491,9.58952,0.341577,0.148463,0.185612,19.8766,0.00472762,0.558469,0.439642,6.2773,0.336533,0.100418,0.137568,4.20558,0.00460783,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.2773,0.336533,0.263879,0.162892,0.0607241,0.0124863,0.0343206,0.113978,4.20558,0.00460783,15.6427
7,0.457157,0.453776,10.9047,0.753615,0.0283768,0.0319612,56.1868,0.0105749,0.373275,0.369893,0.0142284,0.73645,0.0163635,0.019948,0.469085,0.0103549,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0142284,0.73645,0.9382,0.01584,0.0190498,0.00123578,0.117924,0.051401,0.469085,0.0103549,55.6165
8,0.029227,0.0287981,0.0197258,0.00752766,0.000547521,0.00060998,0.0685728,1.66296e-05,0.00231792,0.00188896,0.00211053,0.00750671,8.86859e-05,0.000151144,0.000551924,1.63609e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00211053,0.00750671,0.00114542,0.000108296,0.000100693,1.92163e-05,0.000334018,0.000757692,0.000551924,1.63609e-05,0.0679006
Total,38.5903,37.899,60.2332,1.47474,1.25757,1.43878,108.818,0.0393807,7.33665,6.64533,39.587,1.44777,0.61131,0.792522,22.6365,0.0208233,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.587,1.44777,1.4514,0.911964,0.41761,0.0682192,0.202992,1.32247,22.6365,0.0208233,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65606,0.00723603,1.33704,7.67939,0.0181763,3.35853
