Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00241803,0.072225,0.0743929,0.216149,0.000648369,0.163013,0.102567,1.40487,0.00241096,0.022508,0.0246759,0.189603,0.000648279,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241096,0.000548211,0.0349395,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000648279,0.0324979
2,15.3154,15.1184,12.7289,0.0250074,0.483027,0.533926,7.80977,0.00589547,3.72925,3.53229,10.9706,0.0246922,0.193251,0.24415,6.8261,0.000367999,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9706,0.0246922,0.0166535,0.266574,0.150922,0.0199052,0.00857674,0.568926,6.8261,0.000367999,0.987218
3,4.27745,4.19172,8.23015,0.0500485,0.167332,0.188325,4.98262,0.00578351,0.944329,0.858603,7.32247,0.0494181,0.08088,0.101873,3.02264,0.000721067,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32247,0.0494181,0.033024,0.122002,0.0520332,0.00871703,0.00772333,0.170495,3.02264,0.000721067,1.95766
4,6.35421,6.18922,8.76691,0.0953082,0.271735,0.320578,9.69958,0.00478693,1.23664,1.07165,7.31904,0.0940474,0.145015,0.193858,5.78066,0.00118925,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31904,0.0940474,0.0660076,0.224727,0.0937089,0.0170935,0.0124334,0.252982,5.78066,0.00118925,3.91293
5,1.58753,1.52696,7.99953,0.196333,0.083814,0.102419,9.93842,0.00549894,0.329358,0.268787,6.27592,0.193812,0.0507368,0.0693423,2.10279,0.00271952,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27592,0.193812,0.131944,0.0819223,0.0312929,0.00624976,0.0189433,0.0731621,2.10279,0.00271952,7.82167
6,2.56373,2.44491,9.58977,0.325932,0.14883,0.185642,19.8942,0.00461177,0.558469,0.439642,6.27755,0.320888,0.100786,0.137598,4.22321,0.00449197,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27755,0.320888,0.263879,0.163275,0.0607241,0.0125006,0.0343206,0.113978,4.22321,0.00449197,15.6427
7,0.457157,0.453776,10.9047,0.726969,0.0283171,0.0319538,56.1851,0.010406,0.373275,0.369893,0.0141847,0.709804,0.0163039,0.0199406,0.467343,0.0101859,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141847,0.709804,0.9382,0.0157751,0.0190498,0.00123356,0.117924,0.051401,0.467343,0.0101859,55.6165
8,0.029227,0.0287981,0.0197645,0.00812955,0.000548285,0.000610021,0.0685749,1.79056e-05,0.00231792,0.00188896,0.00214921,0.0081086,8.94493e-05,0.000151186,0.000554065,1.76369e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00214921,0.0081086,0.00114542,0.00010907,0.000100693,1.9247e-05,0.000334018,0.000757692,0.000554065,1.76369e-05,0.0679006
Total,38.5903,37.899,60.2329,1.43015,1.25583,1.43785,108.794,0.0376489,7.33665,6.64533,39.5867,1.40318,0.60957,0.791589,22.6129,0.0203417,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5867,1.40318,1.4514,0.909325,0.41761,0.0681849,0.202992,1.32247,22.6129,0.0203417,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65648,0.00723838,1.33747,7.68795,0.0181911,3.36127
