Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00247803,0.0722257,0.0743936,0.216149,0.000878942,0.163013,0.102567,1.40487,0.00247096,0.0225088,0.0246766,0.189603,0.000878851,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00247096,0.000548211,0.0349409,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000878851,0.0324979
2,15.3154,15.1184,12.729,0.0244617,0.483087,0.533753,7.83727,0.00550543,3.72925,3.53229,10.9707,0.0241465,0.193312,0.243977,6.8536,0.000343621,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9707,0.0241465,0.0166535,0.266452,0.150922,0.0199151,0.00857674,0.568926,6.8536,0.000343621,0.987218
3,4.27745,4.19172,8.23013,0.048826,0.167336,0.188346,4.98262,0.00552458,0.944329,0.858603,7.32245,0.0481956,0.0808838,0.101894,3.02264,0.000688701,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32245,0.0481956,0.033024,0.122028,0.0520332,0.00871628,0.00772333,0.170495,3.02264,0.000688701,1.95766
4,6.35421,6.18922,8.76704,0.0992045,0.272396,0.321009,9.69959,0.0053042,1.23664,1.07165,7.31917,0.0979436,0.145676,0.194289,5.78067,0.00131856,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31917,0.0979436,0.0660076,0.225809,0.0937089,0.0171033,0.0124334,0.252982,5.78067,0.00131856,3.91293
5,1.58753,1.52696,8.00029,0.185839,0.0847266,0.10282,9.95606,0.0051051,0.329358,0.268787,6.27668,0.183317,0.0516494,0.0697424,2.12042,0.0025226,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27668,0.183317,0.131944,0.0832131,0.0312929,0.00627155,0.0189433,0.0731621,2.12042,0.0025226,7.82167
6,2.56373,2.44491,9.58968,0.373898,0.149056,0.185982,19.8766,0.00505401,0.558469,0.439642,6.27747,0.368855,0.101011,0.137937,4.20558,0.00493421,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27747,0.368855,0.263879,0.163845,0.0607241,0.0124958,0.0343206,0.113978,4.20558,0.00493421,15.6427
7,0.457157,0.453776,10.9047,0.874841,0.0283568,0.0320121,56.1834,0.010887,0.373275,0.369893,0.014169,0.857676,0.0163436,0.0199989,0.465602,0.0106669,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.014169,0.857676,0.9382,0.015874,0.0190498,0.00123277,0.117924,0.051401,0.465602,0.0106669,55.6165
8,0.029227,0.0287981,0.0197507,0.00763003,0.000548014,0.000610008,0.0685728,1.70107e-05,0.00231792,0.00188896,0.0021354,0.00760908,8.91782e-05,0.000151172,0.000551932,1.67421e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.0021354,0.00760908,0.00114542,0.000108796,0.000100693,1.9236e-05,0.000334018,0.000757692,0.000551932,1.67421e-05,0.0679006
Total,38.5903,37.899,60.2338,1.61718,1.25773,1.43893,108.82,0.0382763,7.33665,6.64533,39.5876,1.59021,0.611474,0.792666,22.6387,0.0213702,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5876,1.59021,1.4514,0.912272,0.41761,0.06822,0.202992,1.32247,22.6387,0.0213702,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65604,0.00722855,1.33566,7.67843,0.0181291,3.34982
