Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00241803,0.0722255,0.0743934,0.216149,0.000669544,0.163013,0.102567,1.40487,0.00241096,0.0225085,0.0246764,0.189603,0.000669453,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241096,0.000548211,0.0349404,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000669453,0.0324979
2,15.3154,15.1184,12.7288,0.0239836,0.482474,0.533435,7.80977,0.00551379,3.72925,3.53229,10.9705,0.0236684,0.192698,0.243659,6.82609,0.000344144,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9705,0.0236684,0.0166535,0.265533,0.150922,0.0199025,0.00857674,0.568926,6.82609,0.000344144,0.987218
3,4.27745,4.19172,8.2297,0.0513291,0.166661,0.188067,4.97063,0.00650534,0.944329,0.858603,7.32201,0.0506987,0.0802085,0.101615,3.01065,0.000811296,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32201,0.0506987,0.033024,0.121091,0.0520332,0.00869943,0.00772333,0.170495,3.01065,0.000811296,1.95766
4,6.35421,6.18922,8.76775,0.0993939,0.275092,0.322404,9.74758,0.00548454,1.23664,1.07165,7.31988,0.098133,0.148372,0.195684,5.82867,0.00136365,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31988,0.098133,0.0660076,0.229844,0.0937089,0.0171586,0.0124334,0.252982,5.82867,0.00136365,3.91293
5,1.58753,1.52696,8.0008,0.193802,0.0854068,0.103154,9.97369,0.00545316,0.329358,0.268787,6.2772,0.19128,0.0523296,0.0700764,2.13805,0.00269663,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.2772,0.19128,0.131944,0.0842126,0.0312929,0.00628627,0.0189433,0.0731621,2.13805,0.00269663,7.82167
6,2.56373,2.44491,9.59014,0.34507,0.150445,0.18676,19.9118,0.00477075,0.558469,0.439642,6.27792,0.340026,0.102401,0.138715,4.24084,0.00465096,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27792,0.340026,0.263879,0.165987,0.0607241,0.0125218,0.0343206,0.113978,4.24084,0.00465096,15.6427
7,0.457157,0.453776,10.9047,0.910307,0.0285048,0.0321111,56.1851,0.0112146,0.373275,0.369893,0.0142101,0.893142,0.0164916,0.0200979,0.467344,0.0109946,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0142101,0.893142,0.9382,0.0161189,0.0190498,0.00123485,0.117924,0.051401,0.467344,0.0109946,55.6165
8,0.029227,0.0287981,0.0197772,0.00802421,0.000548538,0.000610037,0.0685749,1.72816e-05,0.00231792,0.00188896,0.00216192,0.00800326,8.97022e-05,0.000151201,0.000554069,1.70129e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00216192,0.00800326,0.00114542,0.000109328,0.000100693,1.92571e-05,0.000334018,0.000757692,0.000554069,1.70129e-05,0.0679006
Total,38.5903,37.899,60.2349,1.63433,1.26136,1.44093,108.883,0.039629,7.33665,6.64533,39.5888,1.60736,0.615098,0.794675,22.7018,0.0215477,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5888,1.60736,1.4514,0.917836,0.41761,0.0682887,0.202992,1.32247,22.7018,0.0215477,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.655,0.00722759,1.33548,7.6565,0.0181231,3.34871
