Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00241053,0.0722295,0.0743974,0.216149,0.000658532,0.163013,0.102567,1.40487,0.00240346,0.0225125,0.0246804,0.189603,0.000658442,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00240346,0.000548211,0.0349484,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000658442,0.0324979
2,15.3154,15.1184,12.7285,0.0242517,0.48079,0.532422,7.78224,0.00538889,3.72925,3.53229,10.9702,0.0239365,0.191015,0.242646,6.79856,0.000336337,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9702,0.0239365,0.0166535,0.262865,0.150922,0.019874,0.00857674,0.568926,6.79856,0.000336337,0.987218
3,4.27745,4.19172,8.23018,0.0488241,0.167425,0.188392,4.98262,0.00553233,0.944329,0.858603,7.32249,0.0481937,0.0809726,0.10194,3.02264,0.000689669,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32249,0.0481937,0.033024,0.122161,0.0520332,0.0087181,0.00772333,0.170495,3.02264,0.000689669,1.95766
4,6.35421,6.18922,8.76766,0.0942226,0.27459,0.322053,9.74757,0.00486671,1.23664,1.07165,7.31979,0.0929618,0.14787,0.195333,5.82866,0.00120919,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31979,0.0929618,0.0660076,0.228998,0.0937089,0.0171521,0.0124334,0.252982,5.82866,0.00120919,3.91293
5,1.58753,1.52696,8.00005,0.177231,0.0844559,0.102711,9.94725,0.00481445,0.329358,0.268787,6.27644,0.174709,0.0513787,0.0696338,2.11161,0.00237728,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27644,0.174709,0.131944,0.0828407,0.0312929,0.00626466,0.0189433,0.0731621,2.11161,0.00237728,7.82167
6,2.56373,2.44491,9.58984,0.378169,0.149686,0.186397,19.8942,0.00515316,0.558469,0.439642,6.27763,0.373126,0.101641,0.138352,4.22321,0.00503336,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27763,0.373126,0.263879,0.164881,0.0607241,0.0125049,0.0343206,0.113978,4.22321,0.00503336,15.6427
7,0.457157,0.453776,10.9047,0.810422,0.0283698,0.0320231,56.1834,0.0107181,0.373275,0.369893,0.0141708,0.793257,0.0163566,0.0200098,0.465602,0.010498,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141708,0.793257,0.9382,0.0158978,0.0190498,0.00123286,0.117924,0.051401,0.465602,0.010498,55.6165
8,0.029227,0.0287981,0.0197369,0.0074613,0.000547739,0.000609991,0.0685728,1.68878e-05,0.00231792,0.00188896,0.00212158,0.00744034,8.89035e-05,0.000151156,0.000551928,1.66191e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00212158,0.00744034,0.00114542,0.000108516,0.000100693,1.9225e-05,0.000334018,0.000757692,0.000551928,1.66191e-05,0.0679006
Total,38.5903,37.899,60.2339,1.54299,1.25809,1.43901,108.822,0.037149,7.33665,6.64533,39.5877,1.51603,0.611835,0.792747,22.6404,0.0208189,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5877,1.51603,1.4514,0.912701,0.41761,0.0682319,0.202992,1.32247,22.6404,0.0208189,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65603,0.00723242,1.33637,7.67791,0.0181535,3.35432
