Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00243303,0.0722237,0.0743915,0.216149,0.000628285,0.163013,0.102567,1.40487,0.00242596,0.0225067,0.0246745,0.189603,0.000628194,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00242596,0.000548211,0.0349368,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000628194,0.0324979
2,15.3154,15.1184,12.729,0.0256636,0.483819,0.534372,7.83728,0.0064015,3.72925,3.53229,10.9707,0.0253484,0.194043,0.244596,6.85361,0.000399626,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9707,0.0253484,0.0166535,0.267798,0.150922,0.0199199,0.00857674,0.568926,6.85361,0.000399626,0.987218
3,4.27745,4.19172,8.22981,0.0456179,0.16678,0.188082,4.97063,0.00517776,0.944329,0.858603,7.32213,0.0449874,0.0803276,0.10163,3.01065,0.000645348,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32213,0.0449874,0.033024,0.121221,0.0520332,0.00870386,0.00772333,0.170495,3.01065,0.000645348,1.95766
4,6.35421,6.18922,8.76757,0.0871464,0.274204,0.321832,9.74757,0.00447036,1.23664,1.07165,7.3197,0.0858855,0.147484,0.195112,5.82865,0.0011101,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.3197,0.0858855,0.0660076,0.228398,0.0937089,0.0171452,0.0124334,0.252982,5.82865,0.0011101,3.91293
5,1.58753,1.52696,8.00033,0.135791,0.0848182,0.102886,9.95606,0.00439887,0.329358,0.268787,6.27672,0.13327,0.051741,0.0698086,2.12043,0.00216949,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27672,0.13327,0.131944,0.0833699,0.0312929,0.00627263,0.0189433,0.0731621,2.12043,0.00216949,7.82167
6,2.56373,2.44491,9.58965,0.33279,0.149097,0.186067,19.8766,0.00467932,0.558469,0.439642,6.27743,0.327747,0.101052,0.138023,4.20558,0.00455953,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27743,0.327747,0.263879,0.163974,0.0607241,0.0124939,0.0343206,0.113978,4.20558,0.00455953,15.6427
7,0.457157,0.453776,10.9046,0.794256,0.0282192,0.0319206,56.1816,0.0105967,0.373275,0.369893,0.0141305,0.77709,0.016206,0.0199074,0.46386,0.0103766,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141305,0.77709,0.9382,0.0156469,0.0190498,0.00123081,0.117924,0.051401,0.46386,0.0103766,55.6165
8,0.029227,0.0287981,0.0197662,0.0077088,0.000548318,0.000610024,0.0685749,1.70801e-05,0.00231792,0.00188896,0.00215087,0.00768785,8.94828e-05,0.000151188,0.000554066,1.68115e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00215087,0.00768785,0.00114542,0.000109104,0.000100693,1.92483e-05,0.000334018,0.000757692,0.000554066,1.68115e-05,0.0679006
Total,38.5903,37.899,60.234,1.43141,1.25971,1.44016,108.854,0.0363699,7.33665,6.64533,39.5879,1.40444,0.61345,0.793902,22.6729,0.0199057,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5879,1.40444,1.4514,0.915452,0.41761,0.0682514,0.202992,1.32247,22.6729,0.0199057,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65552,0.00723826,1.33745,7.66696,0.0181903,3.36112
