Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00199803,0.0722146,0.0743824,0.216149,0.000428922,0.163013,0.102567,1.40487,0.00199096,0.0224976,0.0246654,0.189603,0.000428831,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00199096,0.000548211,0.0349186,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000428831,0.0324979
2,15.3154,15.1184,12.7289,0.0114567,0.483979,0.534865,7.80977,0.00406202,3.72925,3.53229,10.9706,0.0111415,0.194203,0.245089,6.8261,0.000253408,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9706,0.0111415,0.0166535,0.268465,0.150922,0.0199057,0.00857674,0.568926,6.8261,0.000253408,0.987218
3,4.27745,4.19172,8.23243,0.0334791,0.171043,0.189955,5.07844,0.00437959,0.944329,0.858603,7.32474,0.0328487,0.0845908,0.103503,3.11846,0.000545577,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32474,0.0328487,0.033024,0.127255,0.0520332,0.00880545,0.00772333,0.170495,3.11846,0.000545577,1.95766
4,6.35421,6.18922,8.76802,0.0472539,0.275959,0.322765,9.77157,0.00375964,1.23664,1.07165,7.32015,0.045993,0.149239,0.196045,5.85265,0.000932422,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.32015,0.045993,0.0660076,0.231051,0.0937089,0.0171801,0.0124334,0.252982,5.85265,0.000932422,3.91293
5,1.58753,1.52696,8.00119,0.0836402,0.0858442,0.103335,9.9825,0.00399608,0.329358,0.268787,6.27758,0.0811185,0.052767,0.0702574,2.14686,0.00196809,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27758,0.0811185,0.131944,0.0848202,0.0312929,0.00629716,0.0189433,0.0731621,2.14686,0.00196809,7.82167
6,2.56373,2.44491,9.59072,0.155157,0.151861,0.187396,19.9471,0.00391464,0.558469,0.439642,6.2785,0.150113,0.103816,0.139352,4.2761,0.00379484,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.2785,0.150113,0.263879,0.168006,0.0607241,0.0125549,0.0343206,0.113978,4.2761,0.00379484,15.6427
7,0.457157,0.453776,10.9048,0.513602,0.0286667,0.0322014,56.1886,0.00990581,0.373275,0.369893,0.01427,0.496437,0.0166535,0.0201881,0.470826,0.00968573,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.01427,0.496437,0.9382,0.0163679,0.0190498,0.0012379,0.117924,0.051401,0.470826,0.00968573,55.6165
8,0.029227,0.0287981,0.0197905,0.0068036,0.000548797,0.000610049,0.0685771,1.52325e-05,0.00231792,0.00188896,0.00217519,0.00678264,8.99617e-05,0.000151213,0.000556201,1.49639e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00217519,0.00678264,0.00114542,0.000109589,0.000100693,1.92676e-05,0.000334018,0.000757692,0.000556201,1.49639e-05,0.0679006
Total,38.5903,37.899,60.239,0.85339,1.27012,1.44551,109.063,0.0304619,7.33665,6.64533,39.5928,0.826425,0.623857,0.799251,22.8812,0.0176239,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5928,0.826425,1.4514,0.930993,0.41761,0.0684664,0.202992,1.32247,22.8812,0.0176239,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65229,0.0072684,1.34302,7.59708,0.0183819,3.39653
