Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00240303,0.0722281,0.0743959,0.216149,0.000667975,0.163013,0.102567,1.40487,0.00239596,0.0225111,0.0246789,0.189603,0.000667884,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00239596,0.000548211,0.0349456,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000667884,0.0324979
2,15.3154,15.1184,12.7286,0.0243736,0.481502,0.532978,7.78224,0.00546012,3.72925,3.53229,10.9703,0.0240584,0.191726,0.243202,6.79857,0.00034079,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9703,0.0240584,0.0166535,0.264126,0.150922,0.0198807,0.00857674,0.568926,6.79857,0.00034079,0.987218
3,4.27745,4.19172,8.23029,0.0511247,0.167659,0.188522,4.99459,0.00635756,0.944329,0.858603,7.32261,0.0504943,0.0812067,0.10207,3.03461,0.000792823,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32261,0.0504943,0.033024,0.12252,0.0520332,0.00872255,0.00772333,0.170495,3.03461,0.000792823,1.95766
4,6.35421,6.18922,8.768,0.0997239,0.275913,0.322757,9.77157,0.0054819,1.23664,1.07165,7.32013,0.098463,0.149193,0.196037,5.85265,0.00136299,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.32013,0.098463,0.0660076,0.230998,0.0937089,0.0171785,0.0124334,0.252982,5.85265,0.00136299,3.91293
5,1.58753,1.52696,8.00102,0.182708,0.0856615,0.103262,9.97369,0.00510164,0.329358,0.268787,6.27741,0.180186,0.0525843,0.0701848,2.13806,0.00252087,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27741,0.180186,0.131944,0.0845696,0.0312929,0.00629248,0.0189433,0.0731621,2.13806,0.00252087,7.82167
6,2.56373,2.44491,9.58991,0.398892,0.149861,0.186484,19.8942,0.00561899,0.558469,0.439642,6.27769,0.393848,0.101816,0.138439,4.22322,0.00549919,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27769,0.393848,0.263879,0.165139,0.0607241,0.0125087,0.0343206,0.113978,4.22322,0.00549919,15.6427
7,0.457157,0.453776,10.9047,0.797019,0.0285626,0.0321589,56.1868,0.0108954,0.373275,0.369893,0.0142185,0.779854,0.0165494,0.0201457,0.469084,0.0106754,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0142185,0.779854,0.9382,0.016224,0.0190498,0.00123528,0.117924,0.051401,0.469084,0.0106754,55.6165
8,0.029227,0.0287981,0.0197954,0.00760797,0.000548897,0.000610056,0.0685771,1.65996e-05,0.00231792,0.00188896,0.00218016,0.00758702,9.00617e-05,0.00015122,0.000556203,1.63309e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00218016,0.00758702,0.00114542,0.000109692,0.000100693,1.92715e-05,0.000334018,0.000757692,0.000556203,1.63309e-05,0.0679006
Total,38.5903,37.899,60.2356,1.56385,1.26194,1.44117,108.888,0.0396002,7.33665,6.64533,39.5894,1.53689,0.615676,0.794908,22.7063,0.0218762,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5894,1.53689,1.4514,0.918632,0.41761,0.0683033,0.202992,1.32247,22.7063,0.0218762,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65492,0.00723124,1.33616,7.6547,0.0181461,3.35295
