Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00139053,0.0722133,0.0743812,0.216149,0.00038746,0.163013,0.102567,1.40487,0.00138346,0.0224964,0.0246642,0.189603,0.000387369,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00138346,0.000548211,0.0349161,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000387369,0.0324979
2,15.3154,15.1184,12.729,0.011828,0.484734,0.535335,7.83728,0.00408958,3.72925,3.53229,10.9707,0.0115128,0.194958,0.245559,6.8536,0.000255131,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9707,0.0115128,0.0166535,0.269678,0.150922,0.0199179,0.00857674,0.568926,6.8536,0.000255131,0.987218
3,4.27745,4.19172,8.2328,0.019201,0.171623,0.190195,5.09042,0.00405288,0.944329,0.858603,7.32511,0.0185706,0.0851713,0.103743,3.13044,0.000504739,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32511,0.0185706,0.033024,0.128061,0.0520332,0.00881996,0.00772333,0.170495,3.13044,0.000504739,1.95766
4,6.35421,6.18922,8.76854,0.0417245,0.277827,0.323692,9.81952,0.00372195,1.23664,1.07165,7.32067,0.0404636,0.151107,0.196971,5.90061,0.000923,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.32067,0.0404636,0.0660076,0.233805,0.0937089,0.0172201,0.0124334,0.252982,5.90061,0.000923,3.91293
5,1.58753,1.52696,8.00173,0.0949971,0.0864911,0.103617,10.0001,0.00405273,0.329358,0.268787,6.27812,0.0924754,0.0534139,0.07054,2.16448,0.00199642,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27812,0.0924754,0.131944,0.0857342,0.0312929,0.00631265,0.0189433,0.0731621,2.16448,0.00199642,7.82167
6,2.56373,2.44491,9.59126,0.207051,0.153233,0.188035,19.9647,0.0040141,0.558469,0.439642,6.27905,0.202008,0.105188,0.13999,4.29374,0.00389431,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27905,0.202008,0.263879,0.169984,0.0607241,0.0125861,0.0343206,0.113978,4.29374,0.00389431,15.6427
7,0.457157,0.453776,10.9049,0.517303,0.0289085,0.0323112,56.1938,0.00991366,0.373275,0.369893,0.0143805,0.500138,0.0168952,0.0202979,0.476049,0.00969359,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0143805,0.500138,0.9382,0.0167139,0.0190498,0.00124351,0.117924,0.051401,0.476049,0.00969359,55.6165
8,0.029227,0.0287981,0.0197932,0.00670985,0.000548849,0.000610049,0.0685771,1.48692e-05,0.00231792,0.00188896,0.00217795,0.0066889,9.00135e-05,0.000151213,0.000556202,1.46005e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00217795,0.0066889,0.00114542,0.000109639,0.000100693,1.92698e-05,0.000334018,0.000757692,0.000556202,1.46005e-05,0.0679006
Total,38.5903,37.899,60.2412,0.900205,1.27558,1.44818,109.191,0.0302472,7.33665,6.64533,39.5951,0.87324,0.62932,0.801917,23.0091,0.0176692,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5951,0.87324,1.4514,0.939002,0.41761,0.0685854,0.202992,1.32247,23.0091,0.0176692,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65028,0.00726581,1.34254,7.5548,0.0183654,3.39347
