Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00238053,0.0722232,0.074391,0.216149,0.00065515,0.163013,0.102567,1.40487,0.00237346,0.0225062,0.0246741,0.189603,0.000655059,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00237346,0.000548211,0.0349358,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000655059,0.0324979
2,15.3154,15.1184,12.729,0.0248761,0.483569,0.53431,7.83727,0.00576967,3.72925,3.53229,10.9706,0.0245609,0.193793,0.244534,6.8536,0.000360137,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9706,0.0245609,0.0166535,0.267494,0.150922,0.0199119,0.00857674,0.568926,6.8536,0.000360137,0.987218
3,4.27745,4.19172,8.22985,0.0502247,0.166849,0.188119,4.97064,0.0059488,0.944329,0.858603,7.32216,0.0495943,0.0803972,0.101667,3.01065,0.000741728,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32216,0.0495943,0.033024,0.121325,0.0520332,0.00870527,0.00772333,0.170495,3.01065,0.000741728,1.95766
4,6.35421,6.18922,8.76706,0.0832445,0.272326,0.3209,9.69959,0.00437459,1.23664,1.07165,7.31919,0.0819836,0.145606,0.19418,5.78068,0.00108616,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31919,0.0819836,0.0660076,0.225629,0.0937089,0.0171049,0.0124334,0.252982,5.78068,0.00108616,3.91293
5,1.58753,1.52696,7.99999,0.171814,0.0843506,0.102643,9.94725,0.00474108,0.329358,0.268787,6.27639,0.169292,0.0512734,0.0695656,2.11161,0.00234059,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27639,0.169292,0.131944,0.0826689,0.0312929,0.00626308,0.0189433,0.0731621,2.11161,0.00234059,7.82167
6,2.56373,2.44491,9.58952,0.327473,0.148437,0.185582,19.8766,0.0046443,0.558469,0.439642,6.2773,0.32243,0.100393,0.137537,4.20558,0.0045245,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.2773,0.32243,0.263879,0.162836,0.0607241,0.0124865,0.0343206,0.113978,4.20558,0.0045245,15.6427
7,0.457157,0.453776,10.9046,0.707951,0.0280924,0.0317748,56.1834,0.0103801,0.373275,0.369893,0.0141465,0.690786,0.0160792,0.0197616,0.465601,0.01016,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141465,0.690786,0.9382,0.0153734,0.0190498,0.00123162,0.117924,0.051401,0.465601,0.01016,55.6165
8,0.029227,0.0287981,0.0197435,0.00818348,0.00054787,0.000609998,0.0685728,1.80878e-05,0.00231792,0.00188896,0.00212821,0.00816253,8.90343e-05,0.000151163,0.00055193,1.78192e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00212821,0.00816253,0.00114542,0.000108649,0.000100693,1.92303e-05,0.000334018,0.000757692,0.00055193,1.78192e-05,0.0679006
Total,38.5903,37.899,60.233,1.37615,1.2564,1.43833,108.799,0.0365318,7.33665,6.64533,39.5868,1.34918,0.610137,0.79207,22.6179,0.019886,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5868,1.34918,1.4514,0.91037,0.41761,0.0681885,0.202992,1.32247,22.6179,0.019886,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65641,0.00724121,1.338,7.68617,0.018209,3.36457
