Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00243303,0.0722278,0.0743957,0.216149,0.000746001,0.163013,0.102567,1.40487,0.00242596,0.0225109,0.0246787,0.189603,0.00074591,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00242596,0.000548211,0.0349451,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.00074591,0.0324979
2,15.3154,15.1184,12.7287,0.0253842,0.481837,0.533023,7.80975,0.00617113,3.72925,3.53229,10.9704,0.025069,0.192061,0.243247,6.82608,0.000385228,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9704,0.025069,0.0166535,0.264494,0.150922,0.019893,0.00857674,0.568926,6.82608,0.000385228,0.987218
3,4.27745,4.19172,8.23011,0.0508285,0.167271,0.188301,4.98262,0.0061302,0.944329,0.858603,7.32242,0.0501981,0.0808191,0.101849,3.02263,0.000764404,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32242,0.0501981,0.033024,0.12192,0.0520332,0.00871543,0.00772333,0.170495,3.02263,0.000764404,1.95766
4,6.35421,6.18922,8.76718,0.0907257,0.272286,0.32064,9.72357,0.00464584,1.23664,1.07165,7.31931,0.0894649,0.145566,0.19392,5.80465,0.00115397,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31931,0.0894649,0.0660076,0.225319,0.0937089,0.0171143,0.0124334,0.252982,5.80465,0.00115397,3.91293
5,1.58753,1.52696,8.00004,0.183911,0.0844433,0.102706,9.94725,0.00500568,0.329358,0.268787,6.27643,0.18139,0.0513661,0.0696284,2.11161,0.00247289,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27643,0.18139,0.131944,0.0828231,0.0312929,0.00626435,0.0189433,0.0731621,2.11161,0.00247289,7.82167
6,2.56373,2.44491,9.58992,0.367632,0.149677,0.186286,19.8942,0.00500037,0.558469,0.439642,6.2777,0.362588,0.101633,0.138241,4.22322,0.00488057,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.2777,0.362588,0.263879,0.164757,0.0607241,0.0125093,0.0343206,0.113978,4.22322,0.00488057,15.6427
7,0.457157,0.453776,10.9046,0.748663,0.0282286,0.0319016,56.1834,0.0104899,0.373275,0.369893,0.0141543,0.731498,0.0162154,0.0198883,0.465601,0.0102698,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141543,0.731498,0.9382,0.015636,0.0190498,0.00123202,0.117924,0.051401,0.465601,0.0102698,55.6165
8,0.029227,0.0287981,0.0197103,0.00771701,0.000547213,0.00060996,0.0685707,1.72326e-05,0.00231792,0.00188896,0.00209506,0.00769606,8.83775e-05,0.000151125,0.00054979,1.6964e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00209506,0.00769606,0.00114542,0.00010798,0.000100693,1.9204e-05,0.000334018,0.000757692,0.00054979,1.6964e-05,0.0679006
Total,38.5903,37.899,60.2336,1.47729,1.25652,1.43786,108.825,0.0382063,7.33665,6.64533,39.5874,1.45033,0.61026,0.791604,22.644,0.0206897,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5874,1.45033,1.4514,0.910002,0.41761,0.0682135,0.202992,1.32247,22.644,0.0206897,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.656,0.00723588,1.33701,7.67769,0.0181753,3.35835
