Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00244053,0.0722264,0.0743943,0.216149,0.000800894,0.163013,0.102567,1.40487,0.00243346,0.0225095,0.0246773,0.189603,0.000800804,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00243346,0.000548211,0.0349423,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000800804,0.0324979
2,15.3154,15.1184,12.7288,0.0248217,0.482024,0.533102,7.80976,0.00582129,3.72925,3.53229,10.9705,0.0245065,0.192248,0.243326,6.82609,0.000363363,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9705,0.0245065,0.0166535,0.264755,0.150922,0.0198976,0.00857674,0.568926,6.82609,0.000363363,0.987218
3,4.27745,4.19172,8.23,0.049621,0.16707,0.188198,4.98261,0.00572665,0.944329,0.858603,7.32232,0.0489906,0.0806179,0.101746,3.02263,0.00071396,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32232,0.0489906,0.033024,0.12162,0.0520332,0.00871126,0.00772333,0.170495,3.02263,0.00071396,1.95766
4,6.35421,6.18922,8.76726,0.0735845,0.273226,0.321421,9.72358,0.00429442,1.23664,1.07165,7.31939,0.0723236,0.146506,0.194701,5.80466,0.00106612,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31939,0.0723236,0.0660076,0.227033,0.0937089,0.017121,0.0124334,0.252982,5.80466,0.00106612,3.91293
5,1.58753,1.52696,8.00066,0.174122,0.0851894,0.103035,9.96488,0.00485107,0.329358,0.268787,6.27705,0.1716,0.0521121,0.0699577,2.12924,0.00239559,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27705,0.1716,0.131944,0.0838807,0.0312929,0.00628207,0.0189433,0.0731621,2.12924,0.00239559,7.82167
6,2.56373,2.44491,9.58992,0.355362,0.149898,0.186499,19.8942,0.00486162,0.558469,0.439642,6.27771,0.350318,0.101853,0.138455,4.22322,0.00474183,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27771,0.350318,0.263879,0.165191,0.0607241,0.0125096,0.0343206,0.113978,4.22322,0.00474183,15.6427
7,0.457157,0.453776,10.9047,0.769153,0.0283289,0.0319849,56.1834,0.0106579,0.373275,0.369893,0.0141685,0.751988,0.0163157,0.0199717,0.465602,0.0104379,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141685,0.751988,0.9382,0.0158188,0.0190498,0.00123274,0.117924,0.051401,0.465602,0.0104379,55.6165
8,0.029227,0.0287981,0.0197601,0.00752661,0.0005482,0.000610019,0.0685749,1.66654e-05,0.00231792,0.00188896,0.00214479,0.00750565,8.93644e-05,0.000151183,0.000554064,1.63968e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00214479,0.00750565,0.00114542,0.000108986,0.000100693,1.92435e-05,0.000334018,0.000757692,0.000554064,1.63968e-05,0.0679006
Total,38.5903,37.899,60.2343,1.45663,1.25851,1.43924,108.843,0.0370306,7.33665,6.64533,39.5881,1.42967,0.612252,0.792986,22.6616,0.0205359,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5881,1.42967,1.4514,0.913349,0.41761,0.0682395,0.202992,1.32247,22.6616,0.0205359,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65571,0.00723692,1.3372,7.67104,0.0181819,3.35956
