Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00241803,0.072222,0.0743898,0.216149,0.000674499,0.163013,0.102567,1.40487,0.00241096,0.022505,0.0246729,0.189603,0.000674409,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241096,0.000548211,0.0349334,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000674409,0.0324979
2,15.3154,15.1184,12.729,0.0247899,0.483575,0.534141,7.83728,0.00564937,3.72925,3.53229,10.9707,0.0244747,0.193799,0.244365,6.85361,0.000352618,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9707,0.0244747,0.0166535,0.267323,0.150922,0.0199193,0.00857674,0.568926,6.85361,0.000352618,0.987218
3,4.27745,4.19172,8.23014,0.0490904,0.167382,0.188388,4.98262,0.00558969,0.944329,0.858603,7.32245,0.0484599,0.0809298,0.101936,3.02264,0.000696839,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32245,0.0484599,0.033024,0.122117,0.0520332,0.00871644,0.00772333,0.170495,3.02264,0.000696839,1.95766
4,6.35421,6.18922,8.76737,0.0975076,0.273512,0.321505,9.72359,0.00499623,1.23664,1.07165,7.3195,0.0962468,0.146792,0.194785,5.80467,0.00124157,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.3195,0.0962468,0.0660076,0.227395,0.0937089,0.0171296,0.0124334,0.252982,5.80467,0.00124157,3.91293
5,1.58753,1.52696,8.00039,0.197344,0.0848812,0.102904,9.95606,0.00557272,0.329358,0.268787,6.27679,0.194822,0.0518039,0.0698265,2.12043,0.00275641,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27679,0.194822,0.131944,0.0834488,0.0312929,0.00627454,0.0189433,0.0731621,2.12043,0.00275641,7.82167
6,2.56373,2.44491,9.58955,0.398468,0.148685,0.185791,19.8766,0.00558489,0.558469,0.439642,6.27733,0.393425,0.10064,0.137746,4.20558,0.0054651,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27733,0.393425,0.263879,0.163291,0.0607241,0.0124882,0.0343206,0.113978,4.20558,0.0054651,15.6427
7,0.457157,0.453776,10.9047,0.799089,0.028523,0.0321029,56.1868,0.0106436,0.373275,0.369893,0.0142321,0.781924,0.0165097,0.0200897,0.469085,0.0104235,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0142321,0.781924,0.9382,0.0161277,0.0190498,0.00123597,0.117924,0.051401,0.469085,0.0104235,55.6165
8,0.029227,0.0287981,0.0197601,0.00806277,0.000548199,0.000610018,0.0685749,1.78791e-05,0.00231792,0.00188896,0.00214479,0.00804182,8.93633e-05,0.000151182,0.000554064,1.76104e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00214479,0.00804182,0.00114542,0.000108984,0.000100693,1.92435e-05,0.000334018,0.000757692,0.000554064,1.76104e-05,0.0679006
Total,38.5903,37.899,60.2342,1.57677,1.25933,1.43983,108.848,0.0387289,7.33665,6.64533,39.588,1.54981,0.613069,0.793573,22.6662,0.0216281,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.588,1.54981,1.4514,0.914744,0.41761,0.0682492,0.202992,1.32247,22.6662,0.0216281,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65559,0.00723064,1.33604,7.6688,0.0181423,3.35225
