Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00242553,0.0722261,0.074394,0.216149,0.000669155,0.163013,0.102567,1.40487,0.00241846,0.0225091,0.024677,0.189603,0.000669064,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241846,0.000548211,0.0349416,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000669064,0.0324979
2,15.3154,15.1184,12.7288,0.0235036,0.482137,0.53311,7.80977,0.00521835,3.72925,3.53229,10.9705,0.0231884,0.192361,0.243334,6.82609,0.000325679,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9705,0.0231884,0.0166535,0.264872,0.150922,0.0199021,0.00857674,0.568926,6.82609,0.000325679,0.987218
3,4.27745,4.19172,8.23001,0.0504272,0.167103,0.188227,4.98261,0.00601129,0.944329,0.858603,7.32232,0.0497968,0.0806505,0.101775,3.02263,0.00074954,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32232,0.0497968,0.033024,0.121681,0.0520332,0.00871144,0.00772333,0.170495,3.02263,0.00074954,1.95766
4,6.35421,6.18922,8.76756,0.0907764,0.274187,0.321844,9.74757,0.00479696,1.23664,1.07165,7.31969,0.0895155,0.147467,0.195124,5.82865,0.00119175,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31969,0.0895155,0.0660076,0.228394,0.0937089,0.0171439,0.0124334,0.252982,5.82865,0.00119175,3.91293
5,1.58753,1.52696,8.00066,0.187903,0.0852212,0.103069,9.96488,0.00514788,0.329358,0.268787,6.27705,0.185382,0.052144,0.0699914,2.12924,0.00254399,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27705,0.185382,0.131944,0.0839464,0.0312929,0.00628199,0.0189433,0.0731621,2.12924,0.00254399,7.82167
6,2.56373,2.44491,9.59005,0.386112,0.150169,0.186602,19.8942,0.00533927,0.558469,0.439642,6.27783,0.381068,0.102124,0.138558,4.22322,0.00521948,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27783,0.381068,0.263879,0.165557,0.0607241,0.0125167,0.0343206,0.113978,4.22322,0.00521948,15.6427
7,0.457157,0.453776,10.9047,0.861285,0.0285508,0.032158,56.1851,0.0109972,0.373275,0.369893,0.0142094,0.84412,0.0165376,0.0201448,0.467344,0.0107771,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0142094,0.84412,0.9382,0.0162118,0.0190498,0.00123482,0.117924,0.051401,0.467344,0.0107771,55.6165
8,0.029227,0.0287981,0.0197463,0.00780931,0.000547925,0.000610002,0.0685728,1.6982e-05,0.00231792,0.00188896,0.00213098,0.00778835,8.90897e-05,0.000151166,0.000551931,1.67133e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00213098,0.00778835,0.00114542,0.000108706,0.000100693,1.92325e-05,0.000334018,0.000757692,0.000551931,1.67133e-05,0.0679006
Total,38.5903,37.899,60.2348,1.61024,1.26014,1.44001,108.869,0.0381971,7.33665,6.64533,39.5886,1.58328,0.613883,0.793755,22.6873,0.0214933,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5886,1.58328,1.4514,0.915713,0.41761,0.0682761,0.202992,1.32247,22.6873,0.0214933,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65527,0.00722886,1.33571,7.66179,0.0181311,3.35018
