Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00241053,0.0722274,0.0743953,0.216149,0.000709855,0.163013,0.102567,1.40487,0.00240346,0.0225104,0.0246783,0.189603,0.000709765,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00240346,0.000548211,0.0349442,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000709765,0.0324979
2,15.3154,15.1184,12.7287,0.0255117,0.481978,0.533235,7.80975,0.00627842,3.72925,3.53229,10.9704,0.0251965,0.192202,0.243459,6.82608,0.000391933,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9704,0.0251965,0.0166535,0.264849,0.150922,0.01989,0.00857674,0.568926,6.82608,0.000391933,0.987218
3,4.27745,4.19172,8.23022,0.0485354,0.167505,0.188438,4.99459,0.00554855,0.944329,0.858603,7.32253,0.0479049,0.0810529,0.101986,3.03461,0.000691697,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32253,0.0479049,0.033024,0.122286,0.0520332,0.00871955,0.00772333,0.170495,3.03461,0.000691697,1.95766
4,6.35421,6.18922,8.76798,0.0930526,0.275714,0.322599,9.77156,0.00481708,1.23664,1.07165,7.32011,0.0917918,0.148993,0.195878,5.85265,0.00119678,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.32011,0.0917918,0.0660076,0.230643,0.0937089,0.0171767,0.0124334,0.252982,5.85265,0.00119678,3.91293
5,1.58753,1.52696,8.00115,0.181915,0.0858247,0.10334,9.9825,0.00511037,0.329358,0.268787,6.27754,0.179393,0.0527474,0.0702628,2.14686,0.00252524,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27754,0.179393,0.131944,0.0848071,0.0312929,0.0062961,0.0189433,0.0731621,2.14686,0.00252524,7.82167
6,2.56373,2.44491,9.59045,0.379161,0.151216,0.187114,19.9295,0.00529401,0.558469,0.439642,6.27823,0.374118,0.103171,0.13907,4.25847,0.00517422,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27823,0.374118,0.263879,0.167094,0.0607241,0.0125395,0.0343206,0.113978,4.25847,0.00517422,15.6427
7,0.457157,0.453776,10.9047,0.884811,0.0284118,0.0320627,56.1834,0.0112168,0.373275,0.369893,0.0141728,0.867645,0.0163986,0.0200495,0.465602,0.0109967,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141728,0.867645,0.9382,0.0159793,0.0190498,0.00123296,0.117924,0.051401,0.465602,0.0109967,55.6165
8,0.029227,0.0287981,0.019749,0.00797965,0.00054798,0.000610005,0.0685728,1.70655e-05,0.00231792,0.00188896,0.00213374,0.0079587,8.91444e-05,0.00015117,0.000551931,1.67969e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00213374,0.0079587,0.00114542,0.000108761,0.000100693,1.92347e-05,0.000334018,0.000757692,0.000551931,1.67969e-05,0.0679006
Total,38.5903,37.899,60.2361,1.62338,1.26342,1.44179,108.956,0.0389922,7.33665,6.64533,39.59,1.59641,0.617165,0.795535,22.7744,0.0217032,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.59,1.59641,1.4514,0.920711,0.41761,0.06834,0.202992,1.32247,22.7744,0.0217032,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65389,0.0072281,1.33557,7.63256,0.0181263,3.3493
