Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00160053,0.0722194,0.0743872,0.216149,0.000406768,0.163013,0.102567,1.40487,0.00159346,0.0225024,0.0246703,0.189603,0.000406677,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00159346,0.000548211,0.0349282,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000406677,0.0324979
2,15.3154,15.1184,12.7288,0.0132155,0.483067,0.534052,7.80976,0.0041976,3.72925,3.53229,10.9705,0.0129003,0.193291,0.244276,6.82609,0.000261882,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9705,0.0129003,0.0166535,0.266744,0.150922,0.0199016,0.00857674,0.568926,6.82609,0.000261882,0.987218
3,4.27745,4.19172,8.23155,0.0323222,0.169655,0.189372,5.04251,0.00443401,0.944329,0.858603,7.32386,0.0316918,0.0832033,0.102919,3.08253,0.00055238,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32386,0.0316918,0.033024,0.125318,0.0520332,0.00877129,0.00772333,0.170495,3.08253,0.00055238,1.95766
4,6.35421,6.18922,8.76772,0.0386907,0.274915,0.322277,9.74758,0.00370812,1.23664,1.07165,7.31985,0.0374299,0.148195,0.195557,5.82866,0.000919543,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31985,0.0374299,0.0660076,0.229543,0.0937089,0.0171564,0.0124334,0.252982,5.82866,0.000919543,3.91293
5,1.58753,1.52696,8.0008,0.0938308,0.0853657,0.103116,9.97369,0.00407659,0.329358,0.268787,6.27719,0.0913092,0.0522885,0.0700389,2.13805,0.00200835,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27719,0.0913092,0.131944,0.0841342,0.0312929,0.00628611,0.0189433,0.0731621,2.13805,0.00200835,7.82167
6,2.56373,2.44491,9.58983,0.17149,0.149621,0.186345,19.8942,0.00400911,0.558469,0.439642,6.27762,0.166446,0.101577,0.138301,4.22321,0.00388931,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27762,0.166446,0.263879,0.164766,0.0607241,0.0125044,0.0343206,0.113978,4.22321,0.00388931,15.6427
7,0.457157,0.453776,10.9047,0.512286,0.0284427,0.0320573,56.1851,0.00989934,0.373275,0.369893,0.0142032,0.49512,0.0164295,0.0200441,0.467344,0.00967927,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0142032,0.49512,0.9382,0.0160033,0.0190498,0.0012345,0.117924,0.051401,0.467344,0.00967927,55.6165
8,0.029227,0.0287981,0.0197755,0.00677173,0.000548502,0.000610032,0.0685749,1.54286e-05,0.00231792,0.00188896,0.00216027,0.00675078,8.96667e-05,0.000151197,0.000554069,1.51599e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00216027,0.00675078,0.00114542,0.000109289,0.000100693,1.92557e-05,0.000334018,0.000757692,0.000554069,1.51599e-05,0.0679006
Total,38.5903,37.899,60.2364,0.870207,1.26384,1.44222,108.938,0.030747,7.33665,6.64533,39.5903,0.843242,0.617576,0.795957,22.7561,0.0177326,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5903,0.843242,1.4514,0.921545,0.41761,0.0683395,0.202992,1.32247,22.7561,0.0177326,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65428,0.00726765,1.34288,7.63935,0.0183771,3.39564
