Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00242553,0.0722274,0.0743953,0.216149,0.000683533,0.163013,0.102567,1.40487,0.00241846,0.0225104,0.0246783,0.189603,0.000683442,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00241846,0.000548211,0.0349443,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000683442,0.0324979
2,15.3154,15.1184,12.7287,0.0251049,0.481635,0.532927,7.80975,0.00581485,3.72925,3.53229,10.9704,0.0247897,0.191859,0.243151,6.82608,0.00036296,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9704,0.0247897,0.0166535,0.2642,0.150922,0.0198885,0.00857674,0.568926,6.82608,0.00036296,0.987218
3,4.27745,4.19172,8.22963,0.049516,0.166456,0.187923,4.97063,0.00572036,0.944329,0.858603,7.32195,0.0488856,0.0800036,0.101471,3.01064,0.000713173,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32195,0.0488856,0.033024,0.120744,0.0520332,0.00869687,0.00772333,0.170495,3.01064,0.000713173,1.95766
4,6.35421,6.18922,8.76733,0.0969376,0.273087,0.321163,9.72358,0.00492515,1.23664,1.07165,7.31946,0.0956768,0.146367,0.194443,5.80467,0.0012238,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31946,0.0956768,0.0660076,0.226631,0.0937089,0.0171261,0.0124334,0.252982,5.80467,0.0012238,3.91293
5,1.58753,1.52696,7.99962,0.179162,0.0838737,0.102415,9.93843,0.0048822,0.329358,0.268787,6.27601,0.17664,0.0507965,0.069338,2.10279,0.00241115,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27601,0.17664,0.131944,0.0819749,0.0312929,0.00625248,0.0189433,0.0731621,2.10279,0.00241115,7.82167
6,2.56373,2.44491,9.58961,0.390006,0.148473,0.185495,19.8766,0.00533726,0.558469,0.439642,6.2774,0.384963,0.100428,0.13745,4.20558,0.00521747,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.2774,0.384963,0.263879,0.162779,0.0607241,0.0124917,0.0343206,0.113978,4.20558,0.00521747,15.6427
7,0.457157,0.453776,10.9046,0.740295,0.0281264,0.0318177,56.1816,0.0104667,0.373275,0.369893,0.0141389,0.72313,0.0161132,0.0198045,0.46386,0.0102466,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141389,0.72313,0.9382,0.0154506,0.0190498,0.00123124,0.117924,0.051401,0.46386,0.0102466,55.6165
8,0.029227,0.0287981,0.0197242,0.00766829,0.000547487,0.000609977,0.0685728,1.73692e-05,0.00231792,0.00188896,0.00210887,0.00764734,8.86515e-05,0.000151141,0.000551924,1.71005e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00210887,0.00764734,0.00114542,0.000108259,0.000100693,1.9215e-05,0.000334018,0.000757692,0.000551924,1.71005e-05,0.0679006
Total,38.5903,37.899,60.2325,1.49112,1.25442,1.43675,108.785,0.0378474,7.33665,6.64533,39.5863,1.46415,0.608166,0.790487,22.6038,0.0208757,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5863,1.46415,1.4514,0.906832,0.41761,0.068172,0.202992,1.32247,22.6038,0.0208757,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65665,0.00723521,1.33689,7.6915,0.0181711,3.35757
