Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00175803,0.0722168,0.0743846,0.216149,0.000415052,0.163013,0.102567,1.40487,0.00175096,0.0224998,0.0246677,0.189603,0.000414961,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00175096,0.000548211,0.034923,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000414961,0.0324979
2,15.3154,15.1184,12.7289,0.0108755,0.483686,0.534537,7.80977,0.00407728,3.72925,3.53229,10.9706,0.0105603,0.19391,0.244761,6.8261,0.000254362,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9706,0.0105603,0.0166535,0.267842,0.150922,0.0199072,0.00857674,0.568926,6.8261,0.000254362,0.987218
3,4.27745,4.19172,8.23201,0.0229772,0.170392,0.189682,5.0545,0.00418504,0.944329,0.858603,7.32433,0.0223468,0.0839403,0.10323,3.09452,0.000521259,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32433,0.0223468,0.033024,0.126348,0.0520332,0.0087894,0.00772333,0.170495,3.09452,0.000521259,1.95766
4,6.35421,6.18922,8.76785,0.0361914,0.275474,0.3226,9.77155,0.0036735,1.23664,1.07165,7.31998,0.0349305,0.148754,0.19588,5.85264,0.000910889,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31998,0.0349305,0.0660076,0.230414,0.0937089,0.0171665,0.0124334,0.252982,5.85264,0.000910889,3.91293
5,1.58753,1.52696,8.00082,0.100483,0.0853944,0.10313,9.97369,0.00410359,0.329358,0.268787,6.27721,0.0979617,0.0523172,0.0700532,2.13805,0.00202184,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27721,0.0979617,0.131944,0.0841766,0.0312929,0.00628672,0.0189433,0.0731621,2.13805,0.00202184,7.82167
6,2.56373,2.44491,9.59009,0.164886,0.150244,0.186621,19.9118,0.0039756,0.558469,0.439642,6.27788,0.159843,0.1022,0.138577,4.24084,0.00385581,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27788,0.159843,0.263879,0.16565,0.0607241,0.0125191,0.0343206,0.113978,4.24084,0.00385581,15.6427
7,0.457157,0.453776,10.9047,0.51573,0.0286068,0.0321646,56.1868,0.00990458,0.373275,0.369893,0.0142507,0.498565,0.0165936,0.0201514,0.469086,0.0096845,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0142507,0.498565,0.9382,0.0162722,0.0190498,0.00123692,0.117924,0.051401,0.469086,0.0096845,55.6165
8,0.029227,0.0287981,0.0197435,0.00680622,0.000547869,0.000609997,0.0685728,1.54867e-05,0.00231792,0.00188896,0.00212821,0.00678527,8.90331e-05,0.000151161,0.00055193,1.5218e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00212821,0.00678527,0.00114542,0.000108646,0.000100693,1.92303e-05,0.000334018,0.000757692,0.00055193,1.5218e-05,0.0679006
Total,38.5903,37.899,60.2374,0.859708,1.26656,1.44373,108.993,0.0303501,7.33665,6.64533,39.5912,0.832743,0.620303,0.797471,22.8114,0.0176788,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5912,0.832743,1.4514,0.925734,0.41761,0.0683911,0.202992,1.32247,22.8114,0.0176788,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.6534,0.00726816,1.34298,7.62059,0.0183803,3.39623
