Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00187053,0.0722127,0.0743805,0.216149,0.000407957,0.163013,0.102567,1.40487,0.00186346,0.0224957,0.0246635,0.189603,0.000407866,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00186346,0.000548211,0.0349148,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000407866,0.0324979
2,15.3154,15.1184,12.729,0.0118055,0.484633,0.535368,7.83727,0.00408606,3.72925,3.53229,10.9706,0.0114903,0.194857,0.245592,6.8536,0.000254911,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9706,0.0114903,0.0166535,0.269615,0.150922,0.0199121,0.00857674,0.568926,6.8536,0.000254911,0.987218
3,4.27745,4.19172,8.23263,0.0326297,0.171363,0.190092,5.07845,0.00434257,0.944329,0.858603,7.32494,0.0319993,0.0849114,0.10364,3.11847,0.00054095,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32494,0.0319993,0.033024,0.127705,0.0520332,0.00881325,0.00772333,0.170495,3.11847,0.00054095,1.95766
4,6.35421,6.18922,8.76834,0.0418389,0.277045,0.323267,9.79555,0.00371443,1.23664,1.07165,7.32047,0.040578,0.150325,0.196546,5.87664,0.000921121,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.32047,0.040578,0.0660076,0.232614,0.0937089,0.0172049,0.0124334,0.252982,5.87664,0.000921121,3.91293
5,1.58753,1.52696,8.00149,0.0989796,0.0862053,0.103493,9.99131,0.00407328,0.329358,0.268787,6.27788,0.0964579,0.0531281,0.070416,2.15567,0.00200669,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27788,0.0964579,0.131944,0.0853312,0.0312929,0.00630577,0.0189433,0.0731621,2.15567,0.00200669,7.82167
6,2.56373,2.44491,9.59104,0.213501,0.152673,0.18778,19.9647,0.00402486,0.558469,0.439642,6.27882,0.208458,0.104628,0.139735,4.29372,0.00390506,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27882,0.208458,0.263879,0.169183,0.0607241,0.0125731,0.0343206,0.113978,4.29372,0.00390506,15.6427
7,0.457157,0.453776,10.9048,0.512336,0.0288387,0.0322832,56.1921,0.00991074,0.373275,0.369893,0.0143455,0.495171,0.0168254,0.02027,0.474308,0.00969067,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0143455,0.495171,0.9382,0.0166179,0.0190498,0.00124173,0.117924,0.051401,0.474308,0.00969067,55.6165
8,0.029227,0.0287981,0.0197872,0.00681298,0.000548728,0.000610042,0.0685771,1.51057e-05,0.00231792,0.00188896,0.00217187,0.00679203,8.98928e-05,0.000151206,0.0005562,1.4837e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00217187,0.00679203,0.00114542,0.000109516,0.000100693,1.9265e-05,0.000334018,0.000757692,0.0005562,1.4837e-05,0.0679006
Total,38.5903,37.899,60.2403,0.919774,1.27352,1.44727,109.144,0.030575,7.33665,6.64533,39.5941,0.89281,0.627261,0.801015,22.9626,0.0177421,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5941,0.89281,1.4514,0.936091,0.41761,0.0685362,0.202992,1.32247,22.9626,0.0177421,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65101,0.00726483,1.34236,7.57009,0.0183591,3.39231
