Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.9071e-05,8.21412e-07,1.21283e-05,5.46509e-05,1.06333e-05,9.41905e-06,1.14181e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.00567,7.94523,1.99323,0.00251553,0.0722255,0.0743934,0.216149,0.000842532,0.163013,0.102567,1.40487,0.00250846,0.0225085,0.0246764,0.189603,0.000842441,, , 0.129741,0.0200736,0.115766,13.0943,3.19013,1.40487,0.00250846,0.000548211,0.0349404,0.00977851,0.00246594,0.00273654,0.0907638,0.189603,0.000842441,0.0324979
2,15.3154,15.1184,12.7289,0.0249174,0.482244,0.533171,7.80977,0.00580402,3.72925,3.53229,10.9705,0.0246022,0.192468,0.243395,6.8261,0.000362284,, , 0.518963,6.32435,0.418235,15.1205,10.2977,10.9705,0.0246022,0.0166535,0.265037,0.150922,0.019904,0.00857674,0.568926,6.8261,0.000362284,0.987218
3,4.27745,4.19172,8.22957,0.0497335,0.166336,0.187866,4.97062,0.00583801,0.944329,0.858603,7.32188,0.0491031,0.079884,0.101414,3.01064,0.000727879,, , 0.226037,1.39479,0.182106,5.26156,3.28801,7.32188,0.0491031,0.033024,0.12057,0.0520332,0.00869421,0.00772333,0.170495,3.01064,0.000727879,1.95766
4,6.35421,6.18922,8.76708,0.0975845,0.272203,0.320726,9.69959,0.00498828,1.23664,1.07165,7.31921,0.0963236,0.145483,0.194006,5.78068,0.00123958,, , 0.452074,1.46412,0.357748,8.83216,4.80218,7.31921,0.0963236,0.0660076,0.225329,0.0937089,0.0171071,0.0124334,0.252982,5.78068,0.00123958,3.91293
5,1.58753,1.52696,7.99979,0.179115,0.0841675,0.102599,9.93843,0.0048819,0.329358,0.268787,6.27618,0.176594,0.0510903,0.0695222,2.10279,0.002411,, , 0.166068,0.288076,0.13138,6.46026,1.68241,6.27618,0.176594,0.131944,0.0824482,0.0312929,0.00625714,0.0189433,0.0731621,2.10279,0.002411,7.82167
6,2.56373,2.44491,9.58935,0.376544,0.147626,0.184995,19.8589,0.00509362,0.558469,0.439642,6.27714,0.3715,0.0995817,0.13695,4.18794,0.00497382,, , 0.332136,0.353339,0.260446,12.321,2.80724,6.27714,0.3715,0.263879,0.161447,0.0607241,0.012477,0.0343206,0.113978,4.18794,0.00497382,15.6427
7,0.457157,0.453776,10.9047,0.81195,0.0281285,0.0317898,56.1834,0.0106981,0.373275,0.369893,0.0141641,0.794785,0.0161153,0.0197766,0.465602,0.010478,, , 0.00922601,0.725177,0.00731557,13.2606,0.292542,0.0141641,0.794785,0.9382,0.0154236,0.0190498,0.00123252,0.117924,0.051401,0.465602,0.010478,55.6165
8,0.029227,0.0287981,0.0197573,0.00773808,0.000548144,0.000610014,0.0685749,1.71583e-05,0.00231792,0.00188896,0.00214203,0.00771712,8.93081e-05,0.000151178,0.000554063,1.68896e-05,, , 0.00115325,0.00195172,0.000920696,0.0820994,0.0217145,0.00214203,0.00771712,0.00114542,0.000108927,0.000100693,1.92413e-05,0.000334018,0.000757692,0.000554063,1.68896e-05,0.0679006
Total,38.5903,37.899,60.2323,1.5501,1.25348,1.43615,108.745,0.0381636,7.33665,6.64533,39.5861,1.52313,0.60722,0.789891,22.5639,0.0210519,, , 1.8354,10.5719,1.47392,74.4325,26.3819,39.5861,1.52313,1.4514,0.905305,0.41761,0.0681572,0.202992,1.32247,22.5639,0.0210519,86.0391


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.65726,0.00723213,1.33632,7.70472,0.0181517,3.35399
