  -0.24941,  -0.71642,   0.68480,  -0.63268,   0.92355,   0.61963,  -0.44406,   0.10083,  -0.76355,  -0.59036,  -0.07039,  -0.14106,  -0.53347,  -0.38143,   0.50419,  -0.11433,   0.80786,   0.48739,  -0.03210,  -0.63433,   0.83608,   0.57800,   0.20282,  -0.40771,  -0.05510,  -0.59181,   0.04606,  -0.47648,  -0.17623,  -0.04355,   0.74732,  -0.44546,  -0.74503,   0.43662,  -0.48819,   0.21751,   0.75617,   0.36830,  -0.42617,  -0.33768,   0.66564,   0.60257,  -0.67200,  -0.51871,  -0.79457,   0.92396,   0.92317,   0.57949,  -0.00933,  -0.60855,   0.71743,   0.03995,   0.23071,   0.29228,  -0.21388,   0.66301,  -0.82119,   0.54817,  -0.27083,  -0.60407,   0.83303,   0.45369,  -0.38331,   0.78181,  -0.46058,   0.42356,   0.93750,   0.79849,  -0.59937,   0.28440,   0.35158,   0.20235,  -0.76201,   0.14170,   0.00916,   0.45290,   0.35982,  -0.62658,  -0.23990,   0.05899,  -0.37737,   0.73543,  -0.53339,  -0.44057,  -0.49392,  -0.41295,   0.21312,  -0.03337,   0.81966,  -0.28465,   0.02185,  -0.44371,  -0.52184,   0.08545,  -0.80767,   0.57950,   0.43207,   0.07360,  -0.12098,   0.87368,  -0.13144,   0.76263,  -0.66639,  -0.20626,   0.49443,  -0.53311,  -0.53557,  -0.35574,   0.25804,  -0.83987,  -0.38158,  -0.82397,  -0.48351,  -0.61950,  -0.52124,  -0.51878,   0.88340,   0.37908,  -0.48847,  -0.26491,   0.41369,   0.82167,  -0.71349,  -0.11978,  -0.61451,   0.15727,   0.90615,   0.78964
  -0.10165,  -0.47299,  -0.67850,  -0.42959,  -0.41849,   0.23129,  -0.26447,  -0.72563,   0.45272,  -0.57950,  -0.20473,  -0.50685,   0.25487,  -0.62833,  -0.38046,  -0.26829,   0.57098,  -0.29665,  -0.43294,   0.93750,  -0.25823,   0.48486,  -0.24306,  -0.70914,  -0.58687,   0.42963,   0.21834,  -0.09101,  -0.66820,   0.56797,  -0.26699,   0.57449,   0.62042,  -0.03868,  -0.04857,   0.70141,   0.32484,  -0.34122,  -0.05764,  -0.17180,   0.70614,   0.25038,   0.72822,   0.54912,  -0.64201,  -0.61248,   0.86486,  -0.20458,   0.39141,   0.93750,   0.67730,  -0.51235,   0.08934,  -0.03512,  -0.49697,   0.30866,   0.93750,  -0.48110,   0.38064,  -0.18969,   0.79638,  -0.14747,  -0.48131,   0.37393,  -0.52082,   0.43245,   0.69313,   0.07323,  -0.59237,  -0.22759,  -0.13249,  -0.60646,   0.53069,  -0.55583,  -0.14653,   0.83028,  -0.22259,  -0.45006,  -0.42764,   0.01570,  -0.54148,  -0.02384,   0.28184,  -0.37454,   0.13134,  -0.17590,  -0.50491,   0.46018,  -0.43427,   0.08395,   0.87672,   0.82791,  -0.02463,   0.59317,  -0.58082,  -0.32862,  -0.38041,   0.44429,  -0.45156,  -0.36408,   0.45517,  -0.00286,  -0.40003,  -0.56239,   0.33559,   0.33648,   0.23130,   0.15226,   0.93685,  -0.18347,   0.66836,  -0.88566,   0.62458,   0.34697,  -0.04874,  -0.53012,  -0.14441,  -0.59081,  -0.24645,   0.85281,   0.38163,  -0.72035,  -0.21677,   0.06319,   0.44478,   0.16946,   0.92237,   0.17259
   0.02053,  -0.68551,   0.63519,   0.72412,   0.02641,  -0.34347,  -0.41382,   0.01345,  -0.39690,  -0.27722,  -0.31481,   0.87406,   0.68556,  -0.51223,   0.45236,   0.35447,   0.74542,   0.34421,   0.86982,  -0.79957,   0.38814,  -0.18765,  -0.40950,  -0.08024,   0.83880,   0.81137,  -0.07792,   0.75127,  -0.58867,  -0.03576,   0.78694,  -0.28324,   0.61443,  -0.60878,   0.42630,   0.11976,  -0.51232,   0.74146,  -0.50127,  -0.09337,  -0.40744,   0.40351,  -0.51086,   0.34827,   0.58258,  -0.24013,   0.10994,  -0.33440,   0.56337,   0.53891,   0.03519,   0.35809,  -0.11670,   0.54688,  -0.52443,   0.81175,   0.33341,  -0.15367,   0.87836,  -0.43102,  -0.08390,   0.06522,   0.03365,  -0.28695,  -0.51114,  -0.54652,  -0.55756,  -0.05459,  -0.50026,   0.20174,   0.91564,  -0.51084,   0.48063,  -0.71070,   0.55691,  -0.29216,  -0.59157,  -0.08885,   0.66657,  -0.62497,   0.18973,  -0.01107,   0.66141,  -0.26210,   0.13077,  -0.40468,  -0.61948,   0.87309,  -0.30343,   0.42173,   0.50981,  -0.72127,  -0.59623,   0.37307,  -0.29684,   0.70438,   0.24527,   0.40171,  -0.84155,   0.75199,   0.21394,   0.89961,   0.40277,  -0.52443,  -0.16345,  -0.44173,  -0.11677,   0.65578,   0.30525,  -0.80522,  -0.45232,   0.22972,  -0.74724,  -0.74954,   0.07767,  -0.58502,   0.73264,   0.86057,   0.66051,   0.69996,  -0.83818,  -0.76345,   0.24032,   0.60661,  -0.51297,   0.81631,  -0.06829,  -0.29503
  -0.19043,  -0.34626,  -0.05010,   0.40685,  -0.68784,  -0.48144,   0.69239,  -0.57135,  -0.12582,   0.04968,  -0.48846,   0.43653,   0.71601,   0.13189,  -0.63492,   0.45417,  -0.58966,   0.33306,  -0.41996,  -0.71237,  -0.35968,  -0.75176,  -0.39146,  -0.53128,  -0.66255,  -0.45186,  -0.19099,   0.87222,  -0.39797,  -0.17511,   0.72741,  -0.73904,   0.20644,   0.16670,  -0.66448,   0.45675,   0.74099,  -0.45105,  -0.63897,   0.34299,  -0.16324,  -0.02353,  -0.63059,  -0.46361,  -0.33136,   0.10224,   0.86403,   0.65017,  -0.50339,  -0.50039,  -0.77789,  -0.60028,   0.75393,   0.14124,   0.18808,  -0.75420,  -0.36816,   0.52637,  -0.60090,   0.16615,   0.81529,   0.55249,  -0.18573,   0.49786,   0.44433,   0.20150,   0.08195,  -0.65609,  -0.40010,   0.37865,   0.37382,   0.32648,   0.87762,  -0.80260,   0.18437,   0.74048,   0.61450,   0.56488,   0.17732,  -0.17494,  -0.06615,   0.07892,  -0.52447,  -0.53045,   0.87245,  -0.38239,   0.61634,   0.16594,  -0.16529,  -0.04446,  -0.49357,  -0.71821,  -0.66747,  -0.66397,   0.73757,  -0.40457,  -0.43024,   0.87299,  -0.64904,   0.19464,   0.64371,  -0.58408,   0.53714,  -0.57680,   0.12512,  -0.04307,  -0.44471,  -0.36037,  -0.87041,  -0.79842,   0.69001,   0.63004,  -0.26372,  -0.28229,   0.57259,   0.71618,   0.22596,   0.47083,  -0.62619,   0.51674,   0.45625,   0.79669,   0.43629,   0.16532,   0.77451,  -0.30231,   0.52997,   0.10999
  -0.73021,  -0.41481,   0.65189,   0.32078,   0.09996,  -0.63986,  -0.19835,   0.78549,  -0.37514,   0.08019,   0.21891,   0.78844,  -0.40221,  -0.09239,  -0.52165,  -0.30103,  -0.48830,  -0.22450,   0.50917,  -0.51009,  -0.73328,   0.14125,  -0.44231,   0.11420,   0.79493,   0.46754,  -0.58075,  -0.57644,  -0.47046,  -0.25908,   0.72948,   0.55929,   0.62276,  -0.04952,   0.31819,  -0.34663,  -0.19263,  -0.60660,   0.06304,  -0.70938,   0.69643,   0.08462,  -0.66228,  -0.50013,  -0.51778,   0.80985,   0.82721,  -0.57868,  -0.06775,   0.51944,  -0.48962,   0.93750,  -0.42833,   0.52276,  -0.10592,  -0.47275,  -0.55331,  -0.11993,  -0.59361,  -0.45506,  -0.61646,   0.31267,  -0.60655,   0.38362,  -0.47857,  -0.15874,   0.81848,  -0.49771,  -0.72291,  -0.48120,  -0.40723,   0.20586,  -0.07542,  -0.40543,   0.52412,  -0.08186,   0.80202,  -0.54175,   0.62407,  -0.02766,  -0.57829,   0.19348,  -0.63126,  -0.39919,  -0.63516,   0.73465,   0.65506,   0.42659,  -0.55354,   0.44446,  -0.59614,   0.90244,   0.86570,  -0.54024,  -0.36457,  -0.77512,   0.40443,   0.87274,  -0.50593,  -0.52880,   0.84652,   0.34712,   0.34307,  -0.37039,  -0.30158,  -0.26297,   0.26688,  -0.26648,  -0.27466,   0.35993,  -0.73316,   0.48859,   0.44411,  -0.61371,  -0.18626,   0.40604,   0.07591,  -0.18050,   0.76554,   0.58985,  -0.80529,  -0.43197,   0.05008,  -0.20210,   0.27950,   0.03104,   0.15828,  -0.41734
   0.03025,   0.40565,  -0.89643,  -0.21125,  -0.61590,  -0.25403,   0.27511,  -0.50388,   0.51346,  -0.21853,  -0.39985,   0.57826,  -0.46431,  -0.50614,  -0.25598,  -0.38892,  -0.03516,   0.17846,  -0.19161,   0.77416,   0.71752,  -0.70193,  -0.02517,  -0.63496,   0.44782,   0.75222,  -0.01787,   0.10766,  -0.36601,  -0.10060,   0.14856,  -0.62519,  -0.55769,   0.38846,  -0.30638,  -0.33660,   0.74631,   0.82581,  -0.57272,  -0.16078,   0.30304,   0.07233,   0.29978,   0.75304,   0.47034,   0.93750,  -0.37329,  -0.50958,   0.26701,  -0.72533,   0.27459,   0.24372,  -0.58572,   0.19801,  -0.11150,  -0.63702,  -0.30358,  -0.15411,   0.22779,  -0.28109,  -0.66498,   0.84844,   0.27278,   0.84985,  -0.54013,  -0.07683,   0.88385,   0.85639,  -0.37388,   0.38913,   0.52554,  -0.25409,   0.45059,  -0.57413,  -0.59803,  -0.42216,  -0.54159,  -0.34070,   0.45682,  -0.47949,  -0.13057,  -0.09424,   0.92618,  -0.14639,  -0.36263,   0.12393,  -0.60630,   0.82274,  -0.54676,   0.30630,   0.39887,   0.72984,   0.63502,  -0.21992,  -0.12371,   0.34752,  -0.24969,  -0.59718,   0.78443,   0.71573,  -0.43297,  -0.37626,  -0.31961,   0.74043,  -0.31029,  -0.40806,  -0.38901,  -0.34148,   0.32385,   0.67217,  -0.66218,   0.75679,   0.21361,   0.38164,  -0.35855,  -0.21907,  -0.53929,  -0.52010,  -0.75360,   0.87847,   0.07466,  -0.41969,   0.80959,   0.20077,  -0.32905,   0.75984,   0.08278,  -0.14516
  -0.48036,  -0.72755,  -0.71211,   0.50926,  -0.47000,  -0.51023,   0.86035,  -0.45540,  -0.73803,  -0.47664,  -0.12676,  -0.02665,   0.72958,  -0.49930,  -0.26498,  -0.30498,   0.41773,  -0.36902,  -0.35221,   0.46365,  -0.66982,  -0.62165,  -0.12225,  -0.00973,  -0.62672,   0.22111,   0.66787,   0.03226,  -0.51844,   0.19619,   0.83571,  -0.64333,  -0.50651,   0.43915,   0.69507,   0.77248,   0.69229,  -0.36071,  -0.07935,   0.85406,  -0.22044,   0.39904,   0.07607,   0.68426,   0.19083,   0.39764,  -0.34062,   0.45428,  -0.46868,  -0.81199,  -0.58788,  -0.58287,   0.47553,   0.65992,   0.23128,  -0.62216,   0.46424,   0.19420,   0.70228,   0.01063,  -0.37355,   0.86607,  -0.61597,   0.54168,  -0.42035,   0.81083,   0.23585,   0.39184,   0.74410,  -0.85069,  -0.50657,  -0.34271,  -0.80195,  -0.66940,   0.11854,  -0.02663,  -0.65224,   0.47952,   0.58212,  -0.38949,   0.74687,  -0.47776,  -0.39275,  -0.49343,   0.20258,  -0.46560,  -0.34750,   0.32467,  -0.27491,   0.30775,  -0.54062,  -0.77293,   0.69854,   0.45266,  -0.82862,  -0.51887,  -0.48001,   0.84019,   0.88377,   0.61293,   0.93627,  -0.78861,  -0.68343,  -0.83015,   0.84447,  -0.43703,   0.15112,   0.17488,   0.04203,   0.56937,  -0.66336,   0.45492,   0.61214,  -0.27779,  -0.65103,  -0.33431,  -0.58684,  -0.18136,  -0.23499,   0.68908,  -0.14533,  -0.23922,  -0.62643,   0.14942,  -0.30036,  -0.28936,  -0.11248,  -0.21007
   0.29787,  -0.80095,  -0.52112,   0.19894,  -0.30030,  -0.43908,   0.91093,   0.93750,   0.42925,   0.49111,  -0.44723,  -0.38436,  -0.21246,  -0.76617,   0.45035,   0.01794,   0.19763,  -0.47757,   0.61008,   0.80247,   0.55699,  -0.70725,  -0.46154,   0.40466,   0.87517,  -0.49024,  -0.20311,   0.35717,  -0.10491,  -0.19273,  -0.29469,  -0.02030,   0.07378,  -0.13791,  -0.25869,   0.86903,  -0.51511,   0.07706,  -0.46230,  -0.71730,   0.56778,  -0.36098,  -0.33552,  -0.23853,   0.02946,  -0.52454,  -0.60188,  -0.34473,   0.59491,   0.86354,  -0.81830,   0.12117,   0.43207,  -0.44393,  -0.03814,   0.60493,  -0.63474,   0.15287,   0.73663,  -0.28842,  -0.09701,  -0.13234,   0.49617,  -0.40359,  -0.41771,   0.45204,   0.61550,   0.68928,   0.69861,  -0.35248,   0.20065,   0.20674,   0.53516,  -0.63748,  -0.49117,  -0.66581,   0.24221,  -0.44699,  -0.60372,  -0.40026,   0.87149,  -0.61443,  -0.38834,  -0.41298,  -0.66387,  -0.23534,   0.29509,   0.54901,  -0.43424,   0.05947,  -0.24174,  -0.40859,   0.87981,   0.46293,   0.71438,  -0.26733,  -0.61081,  -0.54491,  -0.33233,   0.79510,  -0.56349,  -0.44290,   0.39590,  -0.42919,  -0.57616,  -0.60766,  -0.07381,  -0.03692,  -0.32778,   0.70535,  -0.20360,   0.93412,   0.26592,  -0.25768,  -0.47330,   0.06496,  -0.59107,   0.69727,  -0.30533,   0.62967,  -0.43116,   0.58026,   0.12592,  -0.11225,   0.00380,  -0.24177,  -0.41680,  -0.19607
  -0.51804,  -0.56009,  -0.67524,   0.69807,  -0.65500,  -0.60361,   0.92261,   0.82042,  -0.19178,   0.34386,  -0.04876,   0.61162,  -0.46596,   0.58343,  -0.10987,   0.25235,   0.21991,  -0.03471,   0.29227,  -0.10167,   0.08951,  -0.75945,  -0.36034,   0.78025,  -0.64301,  -0.41499,  -0.80814,   0.76922,  -0.49372,  -0.31894,  -0.24552,  -0.62922,  -0.59903,   0.01123,  -0.28119,   0.81607,  -0.67035,   0.11906,  -0.49535,  -0.68405,  -0.45705,   0.02881,  -0.65439,   0.40456,  -0.66760,  -0.32522,  -0.15880,   0.54990,   0.25428,  -0.82151,   0.71349,  -0.61846,  -0.54306,   0.81673,   0.02141,   0.00994,   0.71086,  -0.03291,   0.64253,  -0.24882,  -0.60395,   0.70626,   0.55076,   0.34445,   0.11287,   0.77208,  -0.49655,   0.15211,   0.89477,  -0.17027,  -0.20924,  -0.68584,   0.54335,   0.19447,  -0.32508,  -0.56439,  -0.03467,   0.76928,  -0.19563,   0.12932,   0.92885,  -0.73510,   0.13116,  -0.61402,   0.86870,   0.00847,   0.33782,   0.67270,  -0.49439,   0.51162,   0.17324,  -0.01419,   0.59647,   0.50908,  -0.27622,  -0.51654,   0.08572,  -0.47950,  -0.28444,   0.89721,  -0.11605,  -0.43006,   0.53098,  -0.24508,   0.17765,  -0.59684,   0.61318,   0.63192,   0.57003,  -0.29233,  -0.34924,  -0.77705,   0.14568,  -0.49707,  -0.44458,  -0.46130,   0.31950,  -0.09304,  -0.07604,  -0.02694,  -0.43884,  -0.50560,   0.62287,  -0.03704,   0.19389,   0.35318,   0.34029,  -0.35501
   0.75676,   0.29642,  -0.66858,  -0.26309,   0.10604,  -0.20277,   0.40758,  -0.54115,   0.73507,   0.30554,  -0.77861,  -0.21301,  -0.54557,   0.54429,  -0.21509,   0.56027,   0.57895,  -0.02941,  -0.52083,   0.70839,  -0.07759,   0.57185,  -0.11038,  -0.44831,  -0.13550,  -0.05182,   0.14550,  -0.51936,  -0.19553,  -0.21285,  -0.72881,   0.60153,  -0.49980,   0.70352,   0.14954,  -0.29530,   0.61833,  -0.60653,   0.76241,  -0.17654,   0.77418,   0.65472,   0.68385,   0.47070,  -0.59596,   0.03315,  -0.63413,   0.84616,   0.40436,   0.61518,   0.87019,   0.53823,  -0.47176,  -0.16828,   0.69629,   0.73545,  -0.59597,   0.89765,  -0.68843,  -0.69614,  -0.72998,  -0.22274,   0.71568,  -0.30236,   0.06146,  -0.52882,   0.40900,  -0.64104,   0.26096,   0.86681,  -0.32471,   0.40176,   0.35307,  -0.13303,   0.16510,   0.01068,   0.86283,  -0.63230,  -0.71417,   0.04537,  -0.20593,   0.80820,   0.59827,   0.70966,  -0.68268,  -0.46162,  -0.41022,   0.92861,   0.82057,  -0.41957,   0.23305,   0.46492,  -0.33196,   0.32147,  -0.10255,   0.33083,  -0.25530,  -0.55281,   0.02523,  -0.26745,  -0.49715,   0.58370,   0.76021,  -0.09570,  -0.37597,   0.57575,   0.33558,  -0.01749,   0.14114,  -0.81200,   0.16260,  -0.92959,   0.62233,  -0.47214,  -0.59038,   0.34864,   0.93750,  -0.42449,  -0.66192,  -0.80165,  -0.77949,   0.84233,   0.03487,  -0.09431,  -0.50208,   0.55855,  -0.27232,   0.50618
